OBJECTID,Statistical Areas Level 2 2021 code,Statistical Areas Level 2 2021 name,Area in square kilometres,Uniform Resource Identifier,The base year for projected persons (2022),Projected persons (2023),Projected persons (2024),Projected persons (2025),Projected persons (2026),Projected persons (2027),Projected persons (2028),Projected persons (2029),Projected persons (2030),Projected persons (2031),Projected persons (2032),The base year for annual population change (2022),Annual population change (2023),Annual population change (2024),Annual population change (2025),Annual population change (2026),Annual population change (2027),Annual population change (2028),Annual population change (2029),Annual population change (2030),Annual population change (2031),Annual population change (2032),The base year for population change (2022),Relative population change (2023),Relative population change (2024),Relative population change (2025),Relative population change (2026),Relative population change (2027),Relative population change (2028),Relative population change (2029),Relative population change (2030),Relative population change (2031),Relative population change (2032),The base year for percentage annual population change (2022),Percentage annual population change (2023),Percentage annual population change (2024),Percentage annual population change (2025),Percentage annual population change (2026),Percentage annual population change (2027),Percentage annual population change (2028),Percentage annual population change (2029),Percentage annual population change (2030),Percentage annual population change (2031),Percentage annual population change (2032),The base year for percentage relative population change (2022),Percentage relative population change (2023),Percentage relative population change (2024),Percentage relative population change (2025),Percentage relative population change (2026),Percentage relative population change (2027),Percentage relative population change (2028),Percentage relative population change (2029),Percentage relative population change (2030),Percentage relative population change (2031),Percentage relative population change (2032),globalid,Shape__Area,Shape__Length
1391,308051538,Telina - Toolooa,23.5131,https://linked.data.gov.au/dataset/asgsed3/SA2/308051538,6506,6589,6672,6764,6862,6960,7059,7159,7260,7362,7465,0,83,83,92,98,98,99,100,101,102,103,0,83,166,258,356,454,553,653,754,856,959,0,1.275745,1.259675,1.378897,1.448847,1.428155,1.422414,1.416631,1.410812,1.404959,1.399076,0,1.275745,2.551491,3.96557,5.471872,6.978174,8.499846,10.036889,11.589302,13.157086,14.74024,87432457-f9ff-463f-ae1a-ef66064df4fb,0.00208498598613005,0.236489495812835
1392,308051539,West Gladstone,7.0739,https://linked.data.gov.au/dataset/asgsed3/SA2/308051539,4999,5097,5184,5276,5364,5452,5543,5633,5721,5807,5893,0,98,87,92,88,88,91,90,88,86,86,0,98,185,277,365,453,544,634,722,808,894,0,1.960392,1.706886,1.774691,1.66793,1.640567,1.669112,1.623669,1.562223,1.503234,1.480971,0,1.960392,3.70074,5.541108,7.30146,9.061812,10.882176,12.682537,14.442889,16.163233,17.883577,9e2505d5-970f-46b1-ad50-4c7ea6da11ab,0.000627030740361079,0.123330302441183
1393,309011224,Broadbeach Waters,5.3144,https://linked.data.gov.au/dataset/asgsed3/SA2/309011224,8366,8418,8443,8468,8491,8508,8526,8543,8558,8573,8586,0,52,25,25,23,17,18,17,15,15,13,0,52,77,102,125,142,160,177,192,207,220,0,0.621563,0.296983,0.296103,0.271611,0.200212,0.211566,0.19939,0.175582,0.175275,0.151639,0,0.621563,0.920392,1.219221,1.494143,1.697346,1.912503,2.115706,2.295004,2.474301,2.629692,46ec6287-3c09-4b09-b1fb-fe5a3876ec2f,0.000487670928578154,0.131237228535898
1394,309011225,Burleigh Heads,8.5594,https://linked.data.gov.au/dataset/asgsed3/SA2/309011225,9284,9305,9299,9291,9276,9259,9241,9222,9199,9174,9151,0,21,-6,-8,-15,-17,-18,-19,-23,-25,-23,0,21,15,7,-8,-25,-43,-62,-85,-110,-133,0,0.226196,-0.064481,-0.086031,-0.161447,-0.183269,-0.194405,-0.205605,-0.249404,-0.271769,-0.250709,0,0.226196,0.161568,0.075399,-0.08617,-0.26928,-0.463162,-0.667816,-0.915554,-1.184834,-1.432572,daa59d1d-eaf5-4289-beb2-49309b0a295c,0.000785966024977824,0.175701991486114
1395,309011226,Burleigh Waters,6.7193,https://linked.data.gov.au/dataset/asgsed3/SA2/309011226,14682,14754,14810,14865,14929,14984,15041,15098,15158,15219,15280,0,72,56,55,64,55,57,57,60,61,61,0,72,128,183,247,302,359,416,476,537,598,0,0.490396,0.379558,0.371371,0.430542,0.36841,0.380406,0.378964,0.397404,0.402428,0.400815,0,0.490396,0.871816,1.246424,1.682332,2.05694,2.445171,2.833401,3.242065,3.65754,4.073015,f1576dbc-457b-4532-a1ba-816d241b5cd0,0.000616908187112131,0.125586199918799
1396,309011227,Mermaid Beach - Broadbeach,2.9987,https://linked.data.gov.au/dataset/asgsed3/SA2/309011227,14807,15301,15721,16121,16498,16854,17201,17540,17870,18194,18509,0,494,420,400,377,356,347,339,330,324,315,0,494,914,1314,1691,2047,2394,2733,3063,3387,3702,0,3.33626,2.744919,2.544367,2.338565,2.157837,2.058858,1.970816,1.881414,1.813095,1.73134,0,3.33626,6.172756,8.874181,11.420274,13.824542,16.168029,18.457486,20.686162,22.874316,25.001688,ac2c3d0b-f4c7-4ac6-8cfb-e08aaa4beace,0.000275183946541802,0.115386791430299
1397,309011228,Mermaid Waters,7.0845,https://linked.data.gov.au/dataset/asgsed3/SA2/309011228,13632,13918,14171,14422,14686,14949,15209,15467,15723,15977,16230,0,286,253,251,264,263,260,258,256,254,253,0,286,539,790,1054,1317,1577,1835,2091,2345,2598,0,2.098005,1.81779,1.771223,1.830537,1.790821,1.739247,1.696364,1.655137,1.615468,1.583526,0,2.098005,3.953932,5.795188,7.731808,9.661092,11.568369,13.460974,15.338908,17.202171,19.058099,c88067b1-4c5d-4615-9790-e7b753df0cf2,0.000650247086014133,0.11844351217083
1398,309011229,Miami,2.9963,https://linked.data.gov.au/dataset/asgsed3/SA2/309011229,7681,7806,7914,8020,8129,8234,8340,8449,8557,8659,8761,0,125,108,106,109,105,106,109,108,102,102,0,125,233,339,448,553,659,768,876,978,1080,0,1.627392,1.383551,1.339399,1.359102,1.291672,1.287345,1.306954,1.278258,1.192007,1.177965,0,1.627392,3.033459,4.413488,5.832574,7.199583,8.579612,9.998698,11.404765,12.732717,14.060669,01c7ca5e-e5db-4280-bd2e-6eda868b096c,0.000275076436992094,0.0814020714025107
1399,309021230,Coolangatta,1.9016,https://linked.data.gov.au/dataset/asgsed3/SA2/309021230,6681,6857,7011,7154,7294,7430,7566,7697,7824,7948,8070,0,176,154,143,140,136,136,131,127,124,122,0,176,330,473,613,749,885,1016,1143,1267,1389,0,2.634336,2.24588,2.039652,1.956947,1.864546,1.830417,1.73143,1.649994,1.584867,1.534977,0,2.634336,4.93938,7.079778,9.175273,11.210897,13.24652,15.207304,17.108217,18.964227,20.790301,8110b32f-fbd3-4d12-8120-48eba7b20ace,0.000174727510056982,0.0839444765717023
1400,309021231,Currumbin - Tugun,7.9354,https://linked.data.gov.au/dataset/asgsed3/SA2/309021231,12655,12767,12859,12952,13042,13131,13220,13309,13397,13485,13573,0,112,92,93,90,89,89,89,88,88,88,0,112,204,297,387,476,565,654,742,830,918,0,0.885026,0.720608,0.723229,0.694873,0.682411,0.677785,0.673222,0.661207,0.656863,0.652577,0,0.885026,1.612011,2.346898,3.05808,3.761359,4.464638,5.167918,5.863295,6.558672,7.25405,1a7b86ca-2306-4ee0-9cc7-d47de38b669e,0.000728988599803415,0.152536838049578
1401,309021232,Currumbin Waters,9.8705,https://linked.data.gov.au/dataset/asgsed3/SA2/309021232,9847,9898,9944,9996,10053,10110,10171,10237,10304,10370,10435,0,51,46,52,57,57,61,66,67,66,65,0,51,97,149,206,263,324,390,457,523,588,0,0.517924,0.46474,0.522928,0.570228,0.566995,0.603363,0.648904,0.654489,0.640528,0.626808,0,0.517924,0.985072,1.513151,2.092008,2.670864,3.290342,3.960597,4.641007,5.311262,5.971362,35d90649-f474-4d78-9511-819a70891110,0.000906755729374709,0.147643977620294
1402,309021233,Elanora,8.8935,https://linked.data.gov.au/dataset/asgsed3/SA2/309021233,12782,12849,12911,12981,13057,13137,13216,13298,13386,13472,13562,0,67,62,70,76,80,79,82,88,86,90,0,67,129,199,275,355,434,516,604,690,780,0,0.524175,0.482528,0.542173,0.585471,0.612698,0.601355,0.62046,0.661754,0.642462,0.668052,0,0.524175,1.009232,1.556877,2.151463,2.777343,3.3954,4.036927,4.725395,5.398216,6.102331,ab8c74fd-b061-46e0-8b5a-af3f5eae5f52,0.00081691429932107,0.19014653764491
1403,309021234,Palm Beach,6.3316,https://linked.data.gov.au/dataset/asgsed3/SA2/309021234,16860,17150,17416,17693,17980,18261,18542,18822,19101,19377,19652,0,290,266,277,287,281,281,280,279,276,275,0,290,556,833,1120,1401,1682,1962,2241,2517,2792,0,1.720047,1.55102,1.590492,1.62211,1.562848,1.538799,1.510085,1.482308,1.444951,1.419208,0,1.720047,3.297746,4.940688,6.642942,8.309609,9.976275,11.637011,13.291815,14.928826,16.559905,983a1e4c-94fe-456c-9cce-e1e6d2dabf03,0.000581398760004959,0.134987831636559
1404,309031235,Arundel,9.7384,https://linked.data.gov.au/dataset/asgsed3/SA2/309031235,11492,11729,11938,12140,12331,12519,12701,12886,13068,13250,13431,0,237,209,202,191,188,182,185,182,182,181,0,237,446,648,839,1027,1209,1394,1576,1758,1939,0,2.062304,1.781908,1.692076,1.573311,1.524613,1.45379,1.456578,1.412386,1.392715,1.366038,0,2.062304,3.880961,5.638705,7.300731,8.936652,10.520362,12.130178,13.713888,15.297598,16.872607,08abd675-0d21-45ee-bf35-1352e1b4dba5,0.00089282243652633,0.179544959174586
1405,309031236,Biggera Waters,3.1748,https://linked.data.gov.au/dataset/asgsed3/SA2/309031236,10332,10693,11002,11294,11565,11813,12053,12297,12534,12766,12994,0,361,309,292,271,248,240,244,237,232,228,0,361,670,962,1233,1481,1721,1965,2202,2434,2662,0,3.493999,2.889741,2.654063,2.399504,2.144401,2.03166,2.024392,1.927299,1.850965,1.785994,0,3.493999,6.484708,9.310879,11.933798,14.334108,16.656988,19.018583,21.312427,23.557878,25.764615,7c74b18f-96f3-41c7-b5ba-40a481dbaff2,0.000291057952836127,0.0894333708619668
1406,309031237,Coombabah,11.6056,https://linked.data.gov.au/dataset/asgsed3/SA2/309031237,10450,10593,10718,10834,10942,11042,11142,11235,11328,11418,11505,0,143,125,116,108,100,100,93,93,90,87,0,143,268,384,492,592,692,785,878,968,1055,0,1.368421,1.180025,1.082291,0.996862,0.91391,0.905633,0.83468,0.82777,0.794492,0.761955,0,1.368421,2.564593,3.674641,4.708134,5.665072,6.62201,7.511962,8.401914,9.263158,10.095694,20755fc2-09c2-4201-9c66-15da7c32777c,0.0010637810028129,0.157937416178197
1407,309031238,Labrador,4.9957,https://linked.data.gov.au/dataset/asgsed3/SA2/309031238,18980,19276,19528,19781,20033,20279,20523,20770,21010,21249,21479,0,296,252,253,252,246,244,247,240,239,230,0,296,548,801,1053,1299,1543,1790,2030,2269,2499,0,1.559536,1.307325,1.295576,1.27395,1.227974,1.203215,1.203528,1.155513,1.137554,1.082404,0,1.559536,2.88725,4.220232,5.547945,6.844046,8.12961,9.43098,10.695469,11.954689,13.166491,2dc43bd6-c187-4fcc-8c56-44916320efd7,0.000458071137018123,0.0875861846020871
1408,309031239,Paradise Point - Hollywell,5.6629,https://linked.data.gov.au/dataset/asgsed3/SA2/309031239,10227,10333,10418,10506,10595,10681,10765,10849,10930,11011,11089,0,106,85,88,89,86,84,84,81,81,78,0,106,191,279,368,454,538,622,703,784,862,0,1.036472,0.822607,0.844692,0.847135,0.811704,0.786443,0.780307,0.746613,0.74108,0.708383,0,1.036472,1.867605,2.728073,3.598318,4.439229,5.260585,6.08194,6.873961,7.665982,8.428669,21f4cabb-5f31-46c0-b172-4866a490e629,0.000518998456755071,0.17534098235132
1409,309031240,Runaway Bay,5.4921,https://linked.data.gov.au/dataset/asgsed3/SA2/309031240,9393,9431,9451,9473,9494,9511,9525,9536,9545,9548,9548,0,38,20,22,21,17,14,11,9,3,0,0,38,58,80,101,118,132,143,152,155,155,0,0.404557,0.212067,0.23278,0.221683,0.17906,0.147198,0.115486,0.094379,0.03143,0,0,0.404557,0.617481,0.851698,1.075269,1.256255,1.405302,1.52241,1.618226,1.650165,1.650165,7c85bad8-e28d-40d5-8dce-f94947714557,0.000503459604715317,0.114009673220829
1410,309041241,Guanaba - Springbrook,303.6558,https://linked.data.gov.au/dataset/asgsed3/SA2/309041241,4506,4564,4620,4671,4726,4778,4834,4888,4943,5001,5057,0,58,56,51,55,52,56,54,55,58,56,0,58,114,165,220,272,328,382,437,495,551,0,1.287173,1.226994,1.103896,1.177478,1.100296,1.172039,1.117087,1.125205,1.173376,1.119776,0,1.287173,2.52996,3.661784,4.882379,6.036396,7.279183,8.477585,9.69818,10.985353,12.22814,539dfe35-7a6a-4748-ac26-8ed14b07d2ce,0.0278865841346487,1.32187192640034
1411,309041242,Tamborine - Canungra,524.3914,https://linked.data.gov.au/dataset/asgsed3/SA2/309041242,16138,16357,16561,16759,16952,17138,17324,17509,17693,17879,18062,0,219,204,198,193,186,186,185,184,186,183,0,219,423,621,814,1000,1186,1371,1555,1741,1924,0,1.357045,1.247172,1.19558,1.15162,1.097216,1.085308,1.067883,1.050888,1.051263,1.023547,0,1.357045,2.621143,3.84806,5.043996,6.196555,7.349114,8.495477,9.635643,10.788202,11.922171,1aefdf09-9bb4-42d4-8ac7-80a412575f51,0.0481496674592563,2.19851114745767
1412,309051243,Currumbin Valley - Tallebudgera,114.3088,https://linked.data.gov.au/dataset/asgsed3/SA2/309051243,7851,7955,8045,8136,8225,8313,8402,8489,8576,8666,8753,0,104,90,91,89,88,89,87,87,90,87,0,104,194,285,374,462,551,638,725,815,902,0,1.324672,1.131364,1.131137,1.093904,1.069909,1.070612,1.035468,1.024856,1.04944,1.003923,0,1.324672,2.471023,3.630111,4.763724,5.884601,7.018214,8.126353,9.234492,10.380843,11.488982,128774f2-920e-42aa-9576-0ed24c2b5c7e,0.0105047258266495,0.620570192142664
1413,309051244,Mudgeeraba - Bonogin,66.6425,https://linked.data.gov.au/dataset/asgsed3/SA2/309051244,19990,20198,20389,20591,20802,21013,21223,21435,21648,21865,22078,0,208,191,202,211,211,210,212,213,217,213,0,208,399,601,812,1023,1233,1445,1658,1875,2088,0,1.04052,0.945638,0.99073,1.02472,1.014326,0.999381,0.998916,0.993702,1.002402,0.97416,0,1.04052,1.995998,3.006503,4.062031,5.117559,6.168084,7.228614,8.294147,9.37969,10.445223,7b9bd0df-a6fc-4907-9a8a-1455630c4a6b,0.00612051185771634,0.486643568631367
1414,309051245,Reedy Creek - Andrews,8.0893,https://linked.data.gov.au/dataset/asgsed3/SA2/309051245,9085,9206,9317,9431,9556,9680,9805,9930,10054,10181,10308,0,121,111,114,125,124,125,125,124,127,127,0,121,232,346,471,595,720,845,969,1096,1223,0,1.331866,1.205735,1.22357,1.325416,1.297614,1.291322,1.27486,1.248741,1.263179,1.247422,0,1.331866,2.55366,3.808476,5.18437,6.549257,7.925151,9.301046,10.665933,12.063841,13.46175,7c3225f7-b354-4caa-b323-85737d80c788,0.000742869158329995,0.167035786812648
1415,309061246,Carrara,14.5909,https://linked.data.gov.au/dataset/asgsed3/SA2/309061246,13466,13665,13840,14022,14201,14378,14554,14730,14902,15077,15247,0,199,175,182,179,177,176,176,172,175,170,0,199,374,556,735,912,1088,1264,1436,1611,1781,0,1.477796,1.280644,1.315029,1.276565,1.246391,1.224092,1.20929,1.167685,1.174339,1.127545,0,1.477796,2.777365,4.128917,5.458191,6.772613,8.079608,9.386603,10.663894,11.963464,13.225902,09255830-471f-4f25-bb0c-555cf8017e12,0.00133882207819624,0.192658198925552
1416,309061247,Highland Park,4.6312,https://linked.data.gov.au/dataset/asgsed3/SA2/309061247,8561,8622,8675,8733,8796,8860,8925,8994,9066,9137,9206,0,61,53,58,63,64,65,69,72,71,69,0,61,114,172,235,299,364,433,505,576,645,0,0.712534,0.614707,0.668588,0.721402,0.727603,0.733634,0.773109,0.800534,0.783146,0.755171,0,0.712534,1.33162,2.009111,2.745006,3.492583,4.25184,5.05782,5.898844,6.728186,7.534167,4eaffdfe-6c16-4ec8-997e-86502fea0dba,0.000424933430167584,0.109273593824474
1417,309061248,Nerang - Mount Nathan,61.4985,https://linked.data.gov.au/dataset/asgsed3/SA2/309061248,21715,21943,22152,22372,22608,22849,23094,23344,23595,23850,24107,0,228,209,220,236,241,245,250,251,255,257,0,228,437,657,893,1134,1379,1629,1880,2135,2392,0,1.049965,0.952468,0.993138,1.05489,1.065994,1.072257,1.082532,1.075223,1.080737,1.077568,0,1.049965,2.012434,3.025558,4.112365,5.222197,6.350449,7.501727,8.65761,9.831913,11.015427,ec9ac936-3b38-44a0-99d9-a290b4a3c358,0.00564135825925405,0.614637157940829
1418,309061249,Pacific Pines - Gaven,16.4182,https://linked.data.gov.au/dataset/asgsed3/SA2/309061249,18726,18756,18753,18740,18724,18695,18667,18640,18610,18581,18548,0,30,-3,-13,-16,-29,-28,-27,-30,-29,-33,0,30,27,14,-2,-31,-59,-86,-116,-145,-178,0,0.160205,-0.015995,-0.069322,-0.085379,-0.154881,-0.149773,-0.14464,-0.160944,-0.15583,-0.177601,0,0.160205,0.144185,0.074762,-0.01068,-0.165545,-0.31507,-0.459255,-0.61946,-0.774324,-0.95055,bb610ef5-979e-42cc-af53-61cf78f17532,0.00150545545102432,0.200260247940783
1419,309061250,Worongary - Tallai,26.0147,https://linked.data.gov.au/dataset/asgsed3/SA2/309061250,8703,8790,8866,8944,9023,9099,9178,9261,9344,9429,9513,0,87,76,78,79,76,79,83,83,85,84,0,87,163,241,320,396,475,558,641,726,810,0,0.999655,0.864619,0.879765,0.883274,0.842292,0.868227,0.904336,0.896232,0.909675,0.890869,0,0.999655,1.872917,2.76916,3.676893,4.550155,5.457888,6.411582,7.365276,8.341951,9.307135,c8409d41-9831-4efd-8133-b0c55a643785,0.00238774586978252,0.22407338443293
1420,309071251,Coomera,24.6574,https://linked.data.gov.au/dataset/asgsed3/SA2/309071251,22021,23628,25131,26508,27756,28914,30082,31262,32450,33648,34858,0,1607,1503,1377,1248,1158,1168,1180,1188,1198,1210,0,1607,3110,4487,5735,6893,8061,9241,10429,11627,12837,0,7.29758,6.361097,5.479289,4.708013,4.172071,4.039566,3.922612,3.800141,3.691834,3.596053,0,7.29758,14.122883,20.376005,26.043322,31.301939,36.605967,41.964488,47.359339,52.7996,58.294355,5fc21d70-2d80-4797-9e5f-7acef4a668c2,0.00225898168719141,0.268228680246662
1421,309071252,Helensvale,20.1329,https://linked.data.gov.au/dataset/asgsed3/SA2/309071252,19728,20115,20468,20810,21135,21444,21755,22064,22372,22677,22983,0,387,353,342,325,309,311,309,308,305,306,0,387,740,1082,1407,1716,2027,2336,2644,2949,3255,0,1.961679,1.754909,1.670901,1.561749,1.46203,1.450289,1.420363,1.395939,1.363311,1.349385,0,1.961679,3.751014,5.48459,7.131995,8.698297,10.274736,11.841038,13.402271,14.948297,16.499392,3454499d-210d-44e0-b28c-1a9f6a8c1160,0.00184536351935094,0.313854002622235
1422,309071253,Hope Island,55.7795,https://linked.data.gov.au/dataset/asgsed3/SA2/309071253,15661,16262,16788,17255,17655,18010,18357,18696,19027,19348,19661,0,601,526,467,400,355,347,339,331,321,313,0,601,1127,1594,1994,2349,2696,3035,3366,3687,4000,0,3.837558,3.234534,2.781749,2.318169,2.010762,1.926707,1.846707,1.770432,1.687076,1.617738,0,3.837558,7.19622,10.17815,12.732265,14.999042,17.214737,19.37935,21.49288,23.542558,25.541153,7b295d6a-1062-4d3e-a79b-4da12affecaa,0.00510985350501869,1.37103151827767
1423,309071254,Jacobs Well - Alberton,153.7124,https://linked.data.gov.au/dataset/asgsed3/SA2/309071254,4943,5085,5217,5336,5443,5541,5641,5740,5838,5935,6033,0,142,132,119,107,98,100,99,98,97,98,0,142,274,393,500,598,698,797,895,992,1090,0,2.872749,2.59587,2.281004,2.005247,1.800478,1.804728,1.755008,1.707317,1.661528,1.651222,0,2.872749,5.543192,7.950637,10.115315,12.097916,14.120979,16.123811,18.106413,20.068784,22.051386,cfefbed8-bd63-4c08-8eab-0c7c7f521113,0.0140694545880251,0.84063034774874
1424,309071256,Oxenford - Maudsland,26.857,https://linked.data.gov.au/dataset/asgsed3/SA2/309071256,18577,18873,19161,19453,19753,20056,20362,20670,20981,21292,21610,0,296,288,292,300,303,306,308,311,311,318,0,296,584,876,1176,1479,1785,2093,2404,2715,3033,0,1.593368,1.52599,1.523929,1.542179,1.533944,1.525728,1.512622,1.504596,1.482294,1.493519,0,1.593368,3.143672,4.715508,6.330409,7.961458,9.608656,11.26662,12.940733,14.614846,16.32664,87fb511f-47a5-4e8a-9006-9b6746be9196,0.00246212743059004,0.344742189716899
1425,309071552,Ormeau (East) - Stapylton,25.6024,https://linked.data.gov.au/dataset/asgsed3/SA2/309071552,11110,11384,11647,11909,12167,12421,12679,12938,13201,13468,13738,0,274,263,262,258,254,258,259,263,267,270,0,274,537,799,1057,1311,1569,1828,2091,2358,2628,0,2.466247,2.31026,2.249506,2.166429,2.087614,2.077127,2.042748,2.032772,2.022574,2.004752,0,2.466247,4.833483,7.191719,9.513951,11.80018,14.122412,16.453645,18.820882,21.224122,23.654365,5bce0562-9db6-42ba-9cdb-5a1a6cb71612,0.00234340671022437,0.339304261967484
1426,309071553,Ormeau (West) - Yatala,46.5482,https://linked.data.gov.au/dataset/asgsed3/SA2/309071553,12309,12529,12733,12938,13153,13365,13573,13787,14004,14222,14442,0,220,204,205,215,212,208,214,217,218,220,0,220,424,629,844,1056,1264,1478,1695,1913,2133,0,1.78731,1.628223,1.60999,1.661772,1.6118,1.556304,1.57666,1.573946,1.556698,1.546899,0,1.78731,3.444634,5.110082,6.856771,8.579088,10.268909,12.007474,13.770412,15.541474,17.328784,43c82d41-d571-430d-a180-901bc9c994fd,0.00426174883068597,0.348685282171874
1427,309071554,Pimpama - North,31.8631,https://linked.data.gov.au/dataset/asgsed3/SA2/309071554,11463,12085,12675,13224,13727,14198,14676,15159,15644,16131,16624,0,622,590,549,503,471,478,483,485,487,493,0,622,1212,1761,2264,2735,3213,3696,4181,4668,5161,0,5.426154,4.882085,4.331361,3.80369,3.431194,3.366671,3.291087,3.199419,3.113015,3.056227,0,5.426154,10.573148,15.362471,19.750502,23.859374,28.029312,32.242868,36.473872,40.722324,45.023118,9560b414-f474-4014-8b46-9e97e39ab302,0.00291809352302153,0.347467545292339
1428,309071555,Pimpama - South,4.3806,https://linked.data.gov.au/dataset/asgsed3/SA2/309071555,11595,11976,12354,12741,13141,13540,13944,14355,14772,15196,15623,0,381,378,387,400,399,404,411,417,424,427,0,381,759,1146,1546,1945,2349,2760,3177,3601,4028,0,3.285899,3.156313,3.132589,3.139471,3.036299,2.983752,2.947504,2.904911,2.870295,2.80995,0,3.285899,6.545925,9.883571,13.333333,16.774472,20.258732,23.803364,27.399741,31.05649,34.739112,fa22ddd5-d428-4356-a010-a9c12a762145,0.000401299318127712,0.10557808251199
1429,309071556,Upper Coomera (South) - Wongawallan,68.8494,https://linked.data.gov.au/dataset/asgsed3/SA2/309071556,11821,12052,12264,12482,12706,12925,13146,13367,13591,13815,14039,0,231,212,218,224,219,221,221,224,224,224,0,231,443,661,885,1104,1325,1546,1770,1994,2218,0,1.954149,1.759044,1.77756,1.794584,1.723595,1.709865,1.68112,1.675769,1.64815,1.621426,0,1.954149,3.747568,5.591744,7.486676,9.339311,11.208866,13.07842,14.973353,16.868285,18.763218,e30c9281-e629-4bf9-8a23-a1cdacec7bdf,0.00630911868438488,0.552315022181853
1430,309071557,Upper Coomera - North,15.6015,https://linked.data.gov.au/dataset/asgsed3/SA2/309071557,20944,21389,21801,22225,22661,23094,23529,23970,24407,24848,25284,0,445,412,424,436,433,435,441,437,441,436,0,445,857,1281,1717,2150,2585,3026,3463,3904,4340,0,2.124714,1.926224,1.944865,1.961755,1.910772,1.883606,1.874283,1.823112,1.806859,1.754668,0,2.124714,4.091864,6.11631,8.198052,10.26547,12.342437,14.448052,16.534568,18.640183,20.721925,6c2d73e7-5c20-4fa7-b622-05919543ccba,0.00142957182742975,0.188084117504716
1431,309071558,Willow Vale - Pimpama (West),45.8761,https://linked.data.gov.au/dataset/asgsed3/SA2/309071558,7585,7895,8188,8477,8750,9012,9274,9540,9810,10082,10356,0,310,293,289,273,262,262,266,270,272,274,0,310,603,892,1165,1427,1689,1955,2225,2497,2771,0,4.087014,3.71121,3.529555,3.220479,2.994286,2.907235,2.868234,2.830189,2.772681,2.717715,0,4.087014,7.949901,11.760053,15.359262,18.813448,22.267633,25.774555,29.334212,32.920237,36.53263,d924d61f-8f37-4df3-9695-5a224a7c0c67,0.00420236515992656,0.36986057343947
1432,309081259,Clear Island Waters,4.4005,https://linked.data.gov.au/dataset/asgsed3/SA2/309081259,4440,4497,4540,4583,4622,4658,4689,4721,4751,4779,4810,0,57,43,43,39,36,31,32,30,28,31,0,57,100,143,182,218,249,281,311,339,370,0,1.283784,0.956193,0.947137,0.850971,0.778884,0.665522,0.682448,0.635459,0.58935,0.648671,0,1.283784,2.252252,3.220721,4.099099,4.90991,5.608108,6.328829,7.004505,7.635135,8.333333,eedfc717-0192-416f-90d1-c621862f43e6,0.000403863548399386,0.0794179955951188
1433,309081260,Merrimac,8.322,https://linked.data.gov.au/dataset/asgsed3/SA2/309081260,7280,7406,7519,7630,7745,7857,7970,8083,8200,8317,8434,0,126,113,111,115,112,113,113,117,117,117,0,126,239,350,465,577,690,803,920,1037,1154,0,1.730769,1.52579,1.47626,1.507208,1.446094,1.438208,1.417817,1.447482,1.426829,1.406757,0,1.730769,3.282967,4.807692,6.387363,7.925824,9.478022,11.03022,12.637363,14.244505,15.851648,492acb7d-e031-420d-9512-1f91de494ecc,0.000763878550060326,0.144817714509859
1434,309081262,Varsity Lakes,5.9507,https://linked.data.gov.au/dataset/asgsed3/SA2/309081262,17160,17577,17941,18307,18680,19049,19415,19778,20133,20485,20833,0,417,364,366,373,369,366,363,355,352,348,0,417,781,1147,1520,1889,2255,2618,2973,3325,3673,0,2.43007,2.070888,2.04002,2.037472,1.975375,1.921361,1.869688,1.794924,1.748373,1.698804,0,2.43007,4.551282,6.684149,8.857809,11.008159,13.141026,15.25641,17.325175,19.376457,21.404429,7c131c1d-d6af-48c8-8a80-02f906b76e4c,0.000546384826520807,0.119095310817062
1435,309081559,Robina - East,8.3268,https://linked.data.gov.au/dataset/asgsed3/SA2/309081559,17234,17665,18041,18411,18775,19128,19471,19804,20131,20451,20764,0,431,376,370,364,353,343,333,327,320,313,0,431,807,1177,1541,1894,2237,2570,2897,3217,3530,0,2.50087,2.128503,2.050884,1.977079,1.88016,1.793183,1.710236,1.651182,1.589588,1.530488,0,2.50087,4.682604,6.829523,8.941627,10.989904,12.980156,14.912382,16.809795,18.666589,20.482767,92e4df4d-67d4-4af4-9ee7-f439d1b3eb8d,0.000764339929901325,0.160753062090088
1436,309081560,Robina - West,6.6326,https://linked.data.gov.au/dataset/asgsed3/SA2/309081560,9139,9395,9628,9849,10060,10263,10465,10667,10867,11063,11257,0,256,233,221,211,203,202,202,200,196,194,0,256,489,710,921,1124,1326,1528,1728,1924,2118,0,2.801182,2.480043,2.295388,2.142349,2.017893,1.968235,1.930244,1.874941,1.803626,1.753593,0,2.801182,5.350695,7.768903,10.077689,12.298939,14.509246,16.719554,18.907977,21.052632,23.175402,bf622c14-028b-4f07-a752-0e67772dc063,0.000608870531323191,0.112663693221628
1437,309091263,Ashmore,6.8308,https://linked.data.gov.au/dataset/asgsed3/SA2/309091263,12549,12658,12747,12845,12949,13050,13153,13254,13353,13452,13553,0,109,89,98,104,101,103,101,99,99,101,0,109,198,296,400,501,604,705,804,903,1004,0,0.868595,0.703113,0.768808,0.809654,0.779983,0.789272,0.767886,0.746944,0.741406,0.750818,0,0.868595,1.577815,2.358754,3.187505,3.99235,4.813133,5.617978,6.406885,7.195792,8.000638,c293c48b-c860-4fa5-bebb-8a698ce830a1,0.000626602916781849,0.156670010808374
