OBJECTID,Label,Direction,SHAPE_Length,Year,PDF,geometry
1050,2628(21),one,17.573501249332843,2021,Fernwood_2700_2021.pdf,"LINESTRING (-123.34471656766365 48.43867191226493, -123.34471191243072 48.438829980619374)"
1051,642(21),one,23.502720653043543,2021,Douglas_0_East_2021.pdf,"LINESTRING (-123.36804504067206 48.40950075841412, -123.36826637505543 48.40965239268775)"
1052,669(21),one,19.322117960081528,2021,Douglas_0_East_2021.pdf,"LINESTRING (-123.36847156542498 48.40954890505131, -123.3682933121888 48.40942188913614)"
1053,1449(21),one,22.00122936470655,2021,Douglas_0_West_2021.pdf,"LINESTRING (-123.36906234218215 48.40936991340637, -123.36900654317988 48.40956432911623)"
1054,1108(21),one,20.740157920594154,2021,Douglas_0_West_2021.pdf,"LINESTRING (-123.36926425015226 48.409603492113305, -123.3693315845193 48.40942236946557)"
1055,1078(21),one,22.96663063271563,2021,Moss_200_2021.pdf,"LINESTRING (-123.34936033175006 48.412416871308494, -123.34931024114579 48.41262078103846)"
1056,1072(21),one,24.045409036613716,2021,Moss_200_2021.pdf,"LINESTRING (-123.34962221627295 48.41264839762284, -123.34967510117148 48.412434958207605)"
1057,1245(21),one,15.981949961053049,2021,Moss_600_2021-03-09.pdf,"LINESTRING (-123.34850197613375 48.417737130662374, -123.34854392254286 48.41759608704624)"
1058,1470(21),one,15.941243568392343,2021,Moss_600_2021-03-09.pdf,"LINESTRING (-123.34802292196458 48.41754434411324, -123.34798383524664 48.41768537889184)"
1059,200(21),one,23.496052828582137,2021,Irving_300_2021.pdf,"LINESTRING (-123.3286272559189 48.41361812961634, -123.32863147756929 48.41382949250668)"
1060,1576(21),one,16.933299999684095,2021,Rockland_1400_2021.pdf,"LINESTRING (-123.34040527110281 48.420041998750555, -123.340634132692 48.42004132149926)"
1061,1165(21),one,16.51542560403883,2021,Rockland_1400_2021.pdf,"LINESTRING (-123.34062749558815 48.419904232885756, -123.34040433027371 48.41990108503562)"
1062,656(21),one,18.6266999989748,2021,Rockland_1700_2021.pdf,"LINESTRING (-123.33250053976317 48.42395363432972, -123.33250163276288 48.424121206999686)"
1063,729(21),one,18.203399999067187,2021,Rockland_1700_2021.pdf,"LINESTRING (-123.33273626062181 48.42412433704145, -123.33273519170706 48.42396057253862)"
1064,326(21),one,17.80526458948256,2021,Pine_700_2021.pdf,"LINESTRING (-123.39184508994293 48.4363739349467, -123.39161653547774 48.43642422443679)"
1065,421(21),one,16.138150073177822,2021,Pine_700_2021.pdf,"LINESTRING (-123.39170920663476 48.43656672888903, -123.39191778799535 48.4365241245985)"
1066,1418(21),one,27.490674391214405,2021,Rockland_1100_2021.pdf,"LINESTRING (-123.3529751573816 48.421759253005824, -123.35260867559894 48.421718482374104)"
1067,1898(21),one,31.493548067624516,2021,Rockland_1100_2021.pdf,"LINESTRING (-123.35252518025254 48.42205579462766, -123.35294603352811 48.4220983024387)"
1068,3225(21),one,16.51552813435853,2021,Fernwood_1800_2021.pdf,"LINESTRING (-123.34514721700636 48.428880216245915, -123.345142499369 48.42902876404554)"
1069,2941(21),one,16.52220702546532,2021,Fernwood_1800_2021.pdf,"LINESTRING (-123.34539145775238 48.42903182531336, -123.34539903503949 48.428883269819586)"
1070,1411(21),one,16.299773529453333,2021,Catherine_800_2021.pdf,"LINESTRING (-123.3846244167323 48.43410413466191, -123.38462838408435 48.43425075042864)"
1071,1117(21),one,15.876511483778513,2021,Catherine_800_2021.pdf,"LINESTRING (-123.38496019636806 48.434232502531955, -123.38496197948001 48.43408967576972)"
1072,4119(21),one,14.992544710866142,2021,Fairfield_1100_2021.pdf,"LINESTRING (-123.3527875158574 48.41738190486284, -123.35296248882167 48.417449922007414)"
1073,4646(21),one,14.206991816464187,2021,Fairfield_1100_2021.pdf,"LINESTRING (-123.35312600541738 48.417102842566216, -123.35296532281083 48.417032877263175)"
1074,1460(21),one,14.99851925325115,2021,Moss_600_2021-06-24.pdf,"LINESTRING (-123.34860419728776 48.41774199224525, -123.3486347525055 48.417608600484485)"
1075,1624(21),one,15.421580869277403,2021,Moss_600_2021-06-24.pdf,"LINESTRING (-123.34795915403264 48.4175392352917, -123.34792003465621 48.417675509172895)"
1076,1319(10),one,20.97209874792034,2010,,"LINESTRING (-123.32548695090638 48.43236754007396, -123.32547670856833 48.43255609122036)"
1077,235(15),one,13.546699998900294,2015,,"LINESTRING (-123.3254673722442 48.42905856736148, -123.32546815047792 48.429180438453805)"
1078,113(09),one,11.431958475947315,2009,,"LINESTRING (-123.32765000169242 48.42941418519315, -123.327647802327 48.429517021790005)"
1079,773(21),one,14.41817659898508,2021,NorthPark_900_2021.pdf,"LINESTRING (-123.35698733214075 48.42989205778173, -123.35718195505063 48.429899070322335)"
1080,932(21),one,17.403101300444288,2021,NorthPark_900_2021.pdf,"LINESTRING (-123.35723223095728 48.42972372208491, -123.3569975227401 48.42971302486086)"
1081,1296(21),one,11.478889271345402,2021,Caledonia_1100_2021.pdf,"LINESTRING (-123.35119286050845 48.43028502845777, -123.35103828218112 48.43027597907333)"
1082,762(21),one,11.289958143848503,2021,Caledonia_1100_2021.pdf,"LINESTRING (-123.35103649722463 48.43043213460619, -123.35118822734233 48.43044309725086)"
1083,216(21),one,15.070051485768696,2021,Meares_1100_2021.pdf,"LINESTRING (-123.35246173772181 48.42260693729935, -123.35226130210478 48.42258279526462)"
1084,89(21),one,14.548208909217825,2021,Meares_1100_2021.pdf,"LINESTRING (-123.35222839205765 48.42278855787853, -123.35242306757266 48.42280700480676)"
1085,1367(21),one,12.875284809456485,2021,Moss_700_2021.pdf,"LINESTRING (-123.34794898323392 48.41952813314676, -123.34797681133598 48.419413791943)"
1086,1499(21),one,13.920173768719797,2021,Moss_700_2021.pdf,"LINESTRING (-123.34767046474815 48.419378537421125, -123.34764270088911 48.41950239850356)"
1087,151(21),one,5.821861423606281,2021,Robertson_200_2021.pdf,"LINESTRING (-123.33149774365063 48.41203740219384, -123.33149665432711 48.41208977339295)"
1088,138(21),one,6.032499998807907,2021,Robertson_200_2021.pdf,"LINESTRING (-123.33169547307104 48.41209300868678, -123.33169512009502 48.412038737971756)"
1089,2475(21),one,24.89499471843001,2021,FoulBay_800_2021.pdf,"LINESTRING (-123.3237559738345 48.41922833324011, -123.32355112475703 48.41940600730084)"
1090,2225(21),one,22.611785777312335,2021,FoulBay_800_2021.pdf,"LINESTRING (-123.32379506247737 48.41952719464398, -123.32398285564084 48.41936670659344)"
1091,256(09),one,18.843155188063495,2009,,"LINESTRING (-123.33196233479326 48.41326554661819, -123.33221693590744 48.41326862007117)"
1092,1320(09),one,12.490192517479505,2009,,"LINESTRING (-123.33432715947436 48.41096595243705, -123.33449590371174 48.41096355835252)"
1093,947(17),one,26.035889957255804,2017,Foul Bay 300 2017.pdf,"LINESTRING (-123.32741859047535 48.41346873628202, -123.32758296718715 48.41367583424911)"
1094,1204(97),one,24.553400000557303,1997,,"LINESTRING (-123.3273914060228 48.415917709498466, -123.3273928242599 48.4161386013723)"
1095,928(07),one,17.557200589574606,2007,,"LINESTRING (-123.34889119487684 48.42087407668607, -123.34865644442881 48.42085098514055)"
1096,491(21),one,16.09227095271501,2021,Government_0_2021-03-23.pdf,"LINESTRING (-123.37314833552024 48.410850104913905, -123.37302334850155 48.41096857567416)"
1097,1644(21),one,16.86974560823423,2021,Douglas_100_2021.pdf,"LINESTRING (-123.3687924425713 48.41089624976114, -123.36886004196913 48.41075130806306)"
1098,219(21),one,17.26863365869756,2021,Higgins_2700_2021.pdf,"LINESTRING (-123.34968273961138 48.44164762280909, -123.34963590325832 48.4414954244583)"
1099,393(21),one,18.443018150062247,2021,Higgins_2700_2021.pdf,"LINESTRING (-123.3493842316303 48.441522848169846, -123.34942542210403 48.441686490235924)"
1100,294(21),one,18.010391432986236,2021,Niagara_200_2021.pdf,"LINESTRING (-123.38256218354944 48.41702235951744, -123.38234989905798 48.41694308571144)"
1101,531(21),one,24.070557779499136,2021,Niagara_200_2021.pdf,"LINESTRING (-123.38223650284785 48.41708056995301, -123.3825063135688 48.4172015470141)"
1102,390(21),one,19.143834823524934,2021,Simcoe_200_2021.pdf,"LINESTRING (-123.3804541500121 48.41835616855947, -123.38024172255027 48.41825784834932)"
1103,216(21),one,16.789887420258438,2021,Simcoe_200_2021.pdf,"LINESTRING (-123.38012837452928 48.418402947698134, -123.3803178037897 48.41848611026615)"
1104,69(21),one,19.6109269426568,2021,Rendall_100_2021.pdf,"LINESTRING (-123.37727238843817 48.416249930595654, -123.3774143175476 48.41610093202606)"
1105,156(21),one,18.084825873736733,2021,Rendall_100_2021.pdf,"LINESTRING (-123.37724214964109 48.41602913459075, -123.37711157836794 48.4161666701011)"
1106,147(21),one,22.86891770448917,2021,Irving_300_2021.pdf,"LINESTRING (-123.32893469727728 48.41383053068862, -123.32892478947907 48.41362489687508)"
1107,220(21),one,28.789812084095026,2021,Springfield_500_2021.pdf,"LINESTRING (-123.38769679474217 48.43204588056617, -123.3877044873417 48.43230483512954)"
1108,124(21),one,27.09340000152588,2021,Springfield_500_2021.pdf,"LINESTRING (-123.38795052934869 48.432298293127396, -123.3879486738807 48.432054552729866)"
1109,1147(21),one,25.056461801999948,2021,StCharles_1000_2021.pdf,"LINESTRING (-123.3390457154367 48.42488526957644, -123.33909869637334 48.42510791362617)"
1110,1284(21),one,28.239888081606328,2021,StCharles_1000_2021.pdf,"LINESTRING (-123.33933581033307 48.42505389487256, -123.33924833114025 48.42480659776442)"
1111,66(21),one,32.81932375017958,2021,Terrace_1000_2021.pdf,"LINESTRING (-123.33476680306387 48.42508441595451, -123.33478018619705 48.4253795390084)"
1112,86(21),one,32.39132487232092,2021,Terrace_1000_2021.pdf,"LINESTRING (-123.335074865032 48.42537677766317, -123.33506436673555 48.42508545447676)"
1113,255(21),one,29.23149836895008,2021,Mckenzie_1200_2021.pdf,"LINESTRING (-123.35165425959673 48.41436710822081, -123.35126492261408 48.414322594894124)"
1114,268(21),one,27.320688258272753,2021,Mckenzie_1200_2021.pdf,"LINESTRING (-123.35123797025092 48.41456261531184, -123.35159875779246 48.41461483335109)"
1115,1887(20),one,20.870442866451683,2020,StLawrence_300_2020.pdf,"LINESTRING (-123.38130207930544 48.42158900828664, -123.38113441291975 48.421740001324736)"
1116,1786(20),one,18.45757415764148,2020,StLawrence_300_2020.pdf,"LINESTRING (-123.38142701961041 48.42184567147344, -123.38157478730623 48.42171188242098)"
1117,524(20),one,42.36735566192002,2020,Haultain_1800_2020.pdf,"LINESTRING (-123.3268104432052 48.43580754538167, -123.32623801048969 48.4357939348939)"
1118,612(20),one,39.029438131092995,2020,Haultain_1800_2020.pdf,"LINESTRING (-123.32626246533863 48.436037611864705, -123.32678916098915 48.43605896857357)"
1119,1666(21),one,16.2157687944886,2021,Oswego_300_2021.pdf,"LINESTRING (-123.37680456714297 48.41933823949144, -123.37693242827557 48.41921975538976)"
1120,1453(21),one,16.80725270299698,2021,Oswego_300_2021.pdf,"LINESTRING (-123.37666257779294 48.41909305262301, -123.3765290234859 48.419215363296615)"
1121,499(21),one,19.318643933822635,2021,Government_0_2021-07-06.pdf,"LINESTRING (-123.37331997260566 48.411113607227136, -123.37345905231666 48.41096652631877)"
1122,88(21),one,22.272393594531845,2021,Marlborough_0_2021.pdf,"LINESTRING (-123.3562545373064 48.40856207899984, -123.35621015791284 48.408760261388885)"
1123,53(21),one,25.823437705151676,2021,Marlborough_0_2021.pdf,"LINESTRING (-123.35654220103375 48.40879731905449, -123.35660352692172 48.40856861535063)"
1124,111(21),one,12.214468880381416,2021,Cambridge_0_2021.pdf,"LINESTRING (-123.35520008543918 48.40828921897722, -123.35517510025741 48.40839783966937)"
1125,107(21),one,13.745328724733698,2021,Cambridge_0_2021.pdf,"LINESTRING (-123.35548705263538 48.40842544132776, -123.35551766402958 48.408303472973024)"
1126,3233(21),one,21.95629019560967,2021,Southgate_900_2021.pdf,"LINESTRING (-123.36088520741745 48.417052723495146, -123.36113200226787 48.41716239630115)"
1127,2709(21),one,23.020169745044825,2021,Southgate_900_2021.pdf,"LINESTRING (-123.36127956700204 48.416994356999744, -123.36101560909874 48.41688473835569)"
1128,1783(21),one,19.42726434634285,2021,Southgate_1000_2021.pdf,"LINESTRING (-123.35761032368299 48.41632028048049, -123.35735263292976 48.416286804172664)"
1129,1888(21),one,17.67138091845814,2021,Southgate_1000_2021.pdf,"LINESTRING (-123.35729806277686 48.41666402008063, -123.35753561205561 48.4166804206603)"
1130,442(21),one,16.11180010318601,2021,Linden_500_2021.pdf,"LINESTRING (-123.35197713834216 48.418176263810565, -123.35201334011741 48.418033331936506)"
1131,581(21),one,15.868008682849135,2021,Linden_500_2021.pdf,"LINESTRING (-123.35167269882398 48.41800200121156, -123.35163934274502 48.41814301971292)"
1132,2476(21),one,9.414371064535715,2021,Wilson_700_2021.pdf,"LINESTRING (-123.39410706836499 48.43278366842073, -123.39398106829157 48.432771722439696)"
1133,3071(21),one,10.71792155481205,2021,Wilson_700_2021.pdf,"LINESTRING (-123.39395592354636 48.43303554905899, -123.39409911529282 48.43305029349158)"
1134,492(21),one,14.690676718013169,2021,Government_0_2021-07-06.pdf,"LINESTRING (-123.37307473235646 48.41082495257601, -123.37295824244104 48.41093197007972)"
1135,2193(21),one,17.32176613144397,2021,Dallas_0_2021.pdf,"LINESTRING (-123.38545801309395 48.421402717104726, -123.38558289576582 48.421270904112596)"
1136,1907(21),one,18.288069058775207,2021,Dallas_0_2021.pdf,"LINESTRING (-123.3851065446884 48.42108016746646, -123.38495877372831 48.42121205651829)"
1137,2236(21),one,14.979086918400693,2021,Dallas_200_2021.pdf,"LINESTRING (-123.38284411254256 48.414339446368835, -123.38269468314978 48.41424853839451)"
1138,2254(21),one,13.76977319244096,2021,Dallas_200_2021.pdf,"LINESTRING (-123.38228193208482 48.4145184136134, -123.3824141702354 48.41460557101039)"
1139,3119(21),one,17.49679249011166,2021,Dallas_500_2021.pdf,"LINESTRING (-123.37575570519667 48.41103413828817, -123.37556054895776 48.41094527400012)"
1140,2746(21),one,18.627862083076863,2021,Dallas_500_2021.pdf,"LINESTRING (-123.37540439790442 48.41110383878623, -123.3756082054051 48.41120219616051)"
1141,3443(21),one,13.652180746878122,2021,Fairfield_1600_2021.pdf,"LINESTRING (-123.33489963514607 48.412812392114326, -123.3350594164965 48.41275098968828)"
1142,3235(21),one,13.920246757216958,2021,Fairfield_1600_2021.pdf,"LINESTRING (-123.33493778025824 48.41252283126703, -123.33477226670449 48.41258234563305)"
1143,2039(21),one,27.24595579732349,2021,Fairfield_1900_2021.pdf,"LINESTRING (-123.32578091756403 48.41586555619912, -123.32614395316847 48.41582458582005)"
1144,1426(21),one,22.747097429343334,2021,Fairfield_1900_2021.pdf,"LINESTRING (-123.32606746022276 48.415429756839586, -123.32576150522421 48.415449666410744)"
1145,610(21),one,23.767103913876163,2021,Haultain_1800_2021.pdf,"LINESTRING (-123.32690479108037 48.43606450949039, -123.32722539739281 48.436078833003116)"
1146,626(21),one,24.611719087380187,2021,Haultain_1800_2021.pdf,"LINESTRING (-123.32724674948136 48.4358388342118, -123.326914697567 48.435824544173634)"
1147,3937(21),one,28.938818976156366,2021,Dallas_BeaconHill_2021.pdf,"LINESTRING (-123.36339043307176 48.40864318869218, -123.36377960120522 48.40866861851456)"
1148,3783(21),one,28.93881897596563,2021,Dallas_BeaconHill_2021.pdf,"LINESTRING (-123.36385208952338 48.40840559871089, -123.36346292336272 48.40838016912761)"
1149,742(21),one,15.386293213135781,2021,Linden_400_2021.pdf,"LINESTRING (-123.35248320944291 48.41608309200516, -123.35251086756942 48.41594589980278)"
1150,771(21),one,15.110120641114504,2021,Linden_400_2021.pdf,"LINESTRING (-123.352213028302 48.41589730020927, -123.35217390181066 48.416030719199746)"
1151,353(21),one,10.686617352962978,2021,Linden_200_2021.pdf,"LINESTRING (-123.35311196100712 48.412132244518155, -123.35309259747045 48.41222751812722)"
1152,389(21),one,9.639541667832907,2021,Linden_200_2021.pdf,"LINESTRING (-123.35339885196359 48.41225514202772, -123.35341827957224 48.41216939012915)"
1153,3405(21),one,15.486428022507198,2021,FoulBay_900_2021.pdf,"LINESTRING (-123.32226262072629 48.42254393927068, -123.32222629489229 48.42268114826418)"
1154,3214(21),one,16.70434081485122,2021,FoulBay_900_2021.pdf,"LINESTRING (-123.32250682342634 48.422705118162995, -123.32254021485657 48.4225564908006)"
1155,2025(21),one,11.781382819983735,2021,Richmond_500_2021.pdf,"LINESTRING (-123.33101545262438 48.416963760417936, -123.33106473910101 48.41706454551892)"
1156,3004(21),one,9.539719552902866,2021,Richmond_500_2021.pdf,"LINESTRING (-123.33133584708402 48.41696379104098, -123.33129669689622 48.41688201986814)"
1157,2207(21),one,15.094232628275707,2021,Richmond_600_2021.pdf,"LINESTRING (-123.33146810205035 48.41816595812605, -123.3315347328532 48.41829430524694)"
1158,2397(21),one,17.002038949901433,2021,Richmond_600_2021.pdf,"LINESTRING (-123.332040417319 48.41819192030889, -123.33196509664982 48.41804741285794)"
1159,2626(21),one,28.78679999988526,2021,McNeil_2000_2021.pdf,"LINESTRING (-123.32214570235081 48.420625857632025, -123.32253477478943 48.420624767754)"
1160,1966(21),one,30.068720588429695,2021,McNeil_2000_2021.pdf,"LINESTRING (-123.3223652832151 48.42006157776376, -123.32195900227957 48.4200550987465)"
1161,101(21),one,13.71107216089316,2021,Fifth_3100_2021.pdf,"LINESTRING (-123.36036084390857 48.44768643908756, -123.36033135808275 48.44756465845855)"
1162,97(21),one,15.032837353591988,2021,Fifth_3100_2021.pdf,"LINESTRING (-123.35996526481705 48.447605793586234, -123.36000055474312 48.447738981712696)"
1163,193(21),one,11.431960325470504,2021,Forbes_2700_2021.pdf,"LINESTRING (-123.33861601345541 48.43953671985496, -123.33861819236327 48.43943388327476)"
1164,233(21),one,12.278525146120733,2021,Forbes_2700_2021.pdf,"LINESTRING (-123.33829766305257 48.43943482596869, -123.33829553407469 48.439545279744955)"
1165,274(21),one,11.64352470018884,2021,Victor_2700_2021.pdf,"LINESTRING (-123.33744921248268 48.439667733040785, -123.33745138114175 48.43956299285398)"
1166,198(21),one,13.230893753955032,2021,Victor_2700_2021.pdf,"LINESTRING (-123.33709928263812 48.43955069463947, -123.33709720775417 48.43966971741158)"
1167,8088(21),one,28.313608651898498,2021,Esquimalt_700_2021.pdf,"LINESTRING (-123.39416970895691 48.43148950498055, -123.39383113613152 48.43137069451048)"
1168,8091(21),one,23.491218915160214,2021,Esquimalt_700_2021.pdf,"LINESTRING (-123.39371398665921 48.43176337575522, -123.39400366780535 48.43184997994523)"
1169,6968(21),one,23.78692545163186,2021,Craigflower_700_2021.pdf,"LINESTRING (-123.39188025244452 48.439268645675405, -123.39216151963885 48.4393724223435)"
1170,7246(21),one,22.636490361889745,2021,Craigflower_700_2021.pdf,"LINESTRING (-123.3923536756864 48.43905375380809, -123.39208391621679 48.43895755575343)"
1171,135(19),one,27.424686307231255,2019,Durban_400_2019.pdf,"LINESTRING (-123.3456126444813 48.41629545437773, -123.34566821589364 48.416053444828876, -123.34566820298295 48.41605154029745)"
1172,164(19),one,27.66443655645953,2019,Durban_400_2019.pdf,"LINESTRING (-123.3451644101111 48.41600354186648, -123.34510600112131 48.41624936792354)"
1173,1246(19),one,17.607844324607235,2019,Moss_400_2019.pdf,"LINESTRING (-123.34879481669061 48.41604591457131, -123.34883379571936 48.41588964593758)"
1174,1516(19),one,18.061356013466085,2019,Moss_400_2019.pdf,"LINESTRING (-123.34852749575994 48.4158582008889, -123.34848568084966 48.41601828714821)"
1175,271(19),one,21.5536278588619,2019,Thurlow_1300_2019.pdf,"LINESTRING (-123.34496760112991 48.414819673694126, -123.34514884253856 48.41497147155583)"
1176,268(19),one,19.27218284349152,2019,Thurlow_1300_2019.pdf,"LINESTRING (-123.34540807697407 48.41481263951876, -123.34524411421988 48.41467792775765)"
1177,2004(21),one,16.682817741777658,2021,Crescent_1900_2021.pdf,"LINESTRING (-123.32530766597426 48.411664769319344, -123.32549128531582 48.41175184683871)"
1178,138(21),one,11.34547325781394,2021,Cornwall_500_2021.pdf,"LINESTRING (-123.34937863384134 48.416537304764205, -123.34935644115724 48.41663829906657)"
1179,92(21),one,12.84217913887926,2021,Cornwall_500_2021.pdf,"LINESTRING (-123.34964549139883 48.416656464132096, -123.34967045313495 48.41654213116778)"
1180,4471(21),one,16.853758024595592,2021,Quadra_3000_2021.pdf,"LINESTRING (-123.36061872912975 48.44533898247759, -123.36066557490632 48.445487368028935)"
1181,4539(21),one,18.20090991559932,2021,Quadra_3000_2021.pdf,"LINESTRING (-123.3611545260803 48.44541728124602, -123.36111616965312 48.44525553912585)"
1182,2372(21),one,16.387429633902418,2021,Crescent_1900_2021.pdf,"LINESTRING (-123.32579527189951 48.41142725981812, -123.3256145261147 48.4113420792191)"
1183,1247(21),one,8.142946327293098,2021,Meares_1000_2021.pdf,"LINESTRING (-123.3554895697043 48.42314795804959, -123.3555983648695 48.42315904750938)"
1184,706(21),one,12.183246278212899,2021,Meares_1000_2021.pdf,"LINESTRING (-123.35565703652273 48.42295701345323, -123.35549385702603 48.42294228383524)"
1185,672(21),one,18.025263926128154,2021,Vancouver_800_2021.pdf,"LINESTRING (-123.35735152337745 48.42102654458789, -123.35731259196895 48.42118662407169)"
1186,829(21),one,18.723815971272316,2021,Vancouver_800_2021.pdf,"LINESTRING (-123.35775344289762 48.42122524396917, -123.35779805271113 48.42105943387348)"
1187,349(21),one,21.702824483254684,2021,Vancouver_400_2021.pdf,"LINESTRING (-123.35888333686877 48.41689902483271, -123.3586754788681 48.417036781286264)"
1188,736(21),one,14.380948592988146,2021,Vancouver_400_2021.pdf,"LINESTRING (-123.35909994798769 48.4171916078788, -123.3592308657054 48.41709598513167)"
1189,264(21),one,9.001401217824112,2021,Vancouver_200_2021.pdf,"LINESTRING (-123.35924219370155 48.413673861663156, -123.35923847318898 48.41375480451405)"
1190,397(21),one,7.943847462025504,2021,Vancouver_200_2021.pdf,"LINESTRING (-123.3595245086305 48.413752959326, -123.3595282958124 48.41368153731456)"
1191,1002(21),one,14.580498770775337,2021,Vancouver_1100_2021.pdf,"LINESTRING (-123.35660269460132 48.42400323386691, -123.35657212986565 48.42413281939962)"
1192,2808(21),one,15.69478688779409,2021,Vancouver_1100_2021.pdf,"LINESTRING (-123.35704447631376 48.424171344411334, -123.35708069471906 48.424032220169735)"
1193,508(21),one,16.576354692178437,2021,Vancouver_2000_2021.pdf,"LINESTRING (-123.35580182278812 48.431585321036465, -123.35582081615793 48.43143672960547)"
1194,491(21),one,16.121473747058104,2021,Vancouver_2000_2021.pdf,"LINESTRING (-123.35548877209436 48.431420617431314, -123.35547547493687 48.43156538298064)"
1195,1854(21),one,15.714801925498483,2021,Balmoral_900_2021.pdf,"LINESTRING (-123.35730741825923 48.428753186440716, -123.3570956041172 48.428742418329556)"
1196,1341(21),one,12.517062999097343,2021,Balmoral_900_2021.pdf,"LINESTRING (-123.35708075787412 48.429073807640385, -123.3572496275231 48.42908089997557)"
1197,1077(21),one,18.071207313924493,2021,Balmoral_1000_2021.pdf,"LINESTRING (-123.35440711340235 48.42890878443016, -123.35465042770677 48.42892326864631)"
1198,1469(21),one,17.86045921956524,2021,Balmoral_1000_2021.pdf,"LINESTRING (-123.35469377016494 48.42857274975665, -123.35445331921615 48.428558255913046)"
1199,2457(21),one,14.350510069995865,2021,Dallas_1300_2021.pdf,"LINESTRING (-123.35022764028608 48.40598963462419, -123.35041519863736 48.40602238867773)"
1200,3011(21),one,14.861986404297838,2021,Dallas_1300_2021.pdf,"LINESTRING (-123.35047841004099 48.405856523437535, -123.35028651653205 48.40581711802551)"
1201,108(21),one,9.623848016696988,2021,McClure_900_2021.pdf,"LINESTRING (-123.35875560716526 48.4207310168262, -123.35888443067805 48.4207429925716)"
1202,123(21),one,9.778526143326602,2021,McClure_900_2021.pdf,"LINESTRING (-123.35892320129697 48.4205610136467, -123.35879292818538 48.4205461860608)"
1203,224(21),one,9.012631961226777,2021,Jackson_3100_2021.pdf,"LINESTRING (-123.35840031026096 48.44807760364472, -123.35842090992048 48.44815751841078)"
1204,205(21),one,9.134800155750488,2021,Jackson_3100_2021.pdf,"LINESTRING (-123.35869550230504 48.44812905081965, -123.35867346480362 48.44804818875311)"
1205,199(21),one,10.162203233701062,2021,Lang_1400_2021.pdf,"LINESTRING (-123.34691917884655 48.447237776944455, -123.34705658224944 48.447239266323024)"
1206,87(21),one,12.283998960298709,2021,Lang_1400_2021.pdf,"LINESTRING (-123.34706753580285 48.44695645067068, -123.34690149688686 48.44695314216638)"
1207,130(21),one,10.797073657172476,2021,Lillian_1800_2021.pdf,"LINESTRING (-123.3301655607976 48.41324501390413, -123.33031145338494 48.413246498870464)"
1208,1753(21),one,15.450315466570753,2021,Meares_900_2021.pdf,"LINESTRING (-123.35800315697526 48.42342535134523, -123.35820930801212 48.423447561019316)"
1209,17(21),one,13.710973358833664,2021,Meares_900_2021.pdf,"LINESTRING (-123.35823076210222 48.423243736935135, -123.358047528469 48.423225264230574)"
1210,1415(21),one,12.793175424909393,2021,Fern_1800_2021.pdf,"LINESTRING (-123.33387537668929 48.42880658873568, -123.33398469094135 48.42889577261578)"
1211,1207(21),one,12.44525791473894,2021,Fern_1800_2021.pdf,"LINESTRING (-123.33430935376659 48.4286625088524, -123.33419721520097 48.42857904627708)"
1212,195(21),one,12.131657966390401,2021,Princess_1100_2021.pdf,"LINESTRING (-123.3510868214103 48.43256233578613, -123.35092363865286 48.4325514079328)"
1213,281(21),one,12.99643919616871,2021,Princess_1100_2021.pdf,"LINESTRING (-123.35089074320572 48.43276097798503, -123.35106538614575 48.432773775488826)"
1214,4291(21),one,24.922857292068414,2021,Douglas_300_2021.pdf,"LINESTRING (-123.36634183028951 48.4148071654105, -123.36622319471573 48.4150170134806)"
1215,3523(21),one,23.16569981173635,2021,Douglas_300_2021.pdf,"LINESTRING (-123.36644086574915 48.41505440562404, -123.36654529439917 48.414857932785374)"
1216,115(21),one,14.09928810144989,2021,Eberts_100_2021.pdf,"LINESTRING (-123.34628336071943 48.409703293076504, -123.34625847221182 48.40982904995377)"
1217,91(21),one,12.951509565628864,2021,Eberts_100_2021.pdf,"LINESTRING (-123.34655324155561 48.40985291839055, -123.34658678757322 48.40973856100745)"
1218,266(21),one,8.794293360855248,2021,Bushby_100_2021.pdf,"LINESTRING (-123.34583727661811 48.409509446148775, -123.34592845977225 48.40945870943406)"
1219,172(21),one,8.699663422394206,2021,Bushby_100_2021.pdf,"LINESTRING (-123.3457240450138 48.40926127885307, -123.34562997422731 48.40930821583622)"
1220,248(21),one,8.366926260912281,2021,Oregon_2400_2021.pdf,"LINESTRING (-123.34284348248806 48.434030167918074, -123.3428396961914 48.43410539823717)"
1221,318(21),one,7.948779097441429,2021,Oregon_2400_2021.pdf,"LINESTRING (-123.34311587649938 48.43411028790241, -123.34312111836539 48.43403886236243)"
1222,190 (21),one,26.673460622062947,2021,,"LINESTRING (-123.34108956125814 48.41366031034755, -123.34108544432456 48.41390026159227)"
1223,185 (21),one,25.19723281922685,2021,,"LINESTRING (-123.34132489578558 48.41391342694569, -123.34132868535592 48.413687729007215, -123.34132809018737 48.41368683921401)"
1224,1339 (21),one,29.286692555324468,2021,,"LINESTRING (-123.33732794275592 48.413431058958224, -123.33729760014958 48.41316835760287)"
1225,1481 (21),one,29.060905483184317,2021,,"LINESTRING (-123.33714320198452 48.41317833114249, -123.3371706703531 48.413439136388874)"
1226,249 (21),one,29.36991755850079,2021,,"LINESTRING (-123.3455529392326 48.41592315122121, -123.34561410342506 48.41566208188306)"
1227,159 (21),one,29.612926545895117,2021,,"LINESTRING (-123.34540796480617 48.41563604135921, -123.34534395148867 48.415899022809754)"
