OBJECTID,Label,Direction,SHAPE_Length,Year,PDF,geometry
216,1570(93),one,18.396711972595266,1993,,"LINESTRING (-123.32621199460351 48.41981665242229, -123.32597698898414 48.41987070928843)"
217,4067(97),one,12.210356362916327,1997,,"LINESTRING (-123.33004079498518 48.42542704486378, -123.33004200768968 48.425536891791815)"
218,4300(89),one,29.72802315017113,1989,,"LINESTRING (-123.33007714831103 48.42750640321756, -123.3300793817335 48.4277738457395)"
219,12461(97),one,26.486333391030442,1997,,"LINESTRING (-123.32851141186829 48.43012125949113, -123.32823771252848 48.43027488612838)"
220,9821(97),one,32.69325805379336,1997,,"LINESTRING (-123.33537210725449 48.42713255640431, -123.33505945936 48.427340429724396)"
221,6260(92),one,27.21183736177168,1992,,"LINESTRING (-123.3336732455505 48.42637995351393, -123.33330542010972 48.42637868488622)"
222,10300(91),one,25.099925693126433,1991,,"LINESTRING (-123.33873170155671 48.42553683473524, -123.3384399859956 48.4256521353097)"
223,10100(90),one,34.89182372498274,1990,,"LINESTRING (-123.34464640480304 48.42376008258917, -123.34421808310735 48.42389146629873)"
224,11560(90),one,23.143202495357045,1990,,"LINESTRING (-123.34628209795538 48.42532548738358, -123.34597069328304 48.42530565734068)"
225,10370(89),one,27.055983964735194,1989,,"LINESTRING (-123.34458889279263 48.42537061375693, -123.34422557045424 48.425398419075016)"
226,5050(89),one,20.4038940638502,1989,,"LINESTRING (-123.34111333413921 48.42747608216201, -123.34087292037502 48.42756604828114)"
227,6860(89),one,9.154588269017573,1989,,"LINESTRING (-123.34192440623636 48.42659484852835, -123.34180127333782 48.426586662225496)"
228,5800(91),one,19.64774660735847,1991,,"LINESTRING (-123.33753998956296 48.42869113878598, -123.33730831363417 48.42877757394941)"
229,260(89),one,7.999960062258044,1989,,"LINESTRING (-123.33621056194795 48.431012060821466, -123.33610247045621 48.43100974239068)"
230,7360(89),one,21.796936244590373,1989,,"LINESTRING (-123.32955187483161 48.43122147389554, -123.32951322317483 48.43141587447538)"
231,8180(81),one,17.818709442371308,1981,,"LINESTRING (-123.32916033230588 48.43306355806459, -123.32912386560534 48.43322201558486)"
232,5520(92),one,18.20739851816574,1992,,"LINESTRING (-123.33682370043721 48.43398616656981, -123.33657807863142 48.43397542725097)"
233,8870(81),one,27.085734846707698,1981,,"LINESTRING (-123.333382987286 48.43469461647345, -123.33337892205137 48.43493827655624)"
234,6510(89),one,28.82137588181902,1989,,"LINESTRING (-123.33336929853829 48.436963247494106, -123.33335943862545 48.437222454055814)"
235,8950(91),one,20.792516119644564,1991,,"LINESTRING (-123.33331662904389 48.43898042996728, -123.33331219146683 48.43916746507873)"
236,570(91),one,34.1915029938101,1991,,"LINESTRING (-123.33101587747787 48.43773190837828, -123.33055455375371 48.43771213847446)"
237,5530(80),one,18.137472785332335,1980,,"LINESTRING (-123.32879397758913 48.434801956294116, -123.32876034380462 48.43496358672563)"
238,1330(92),one,13.265306314929676,1992,,"LINESTRING (-123.3392871308658 48.4360421617695, -123.33910785189077 48.43603892425496)"
239,9200(80),one,27.282319239375813,1980,,"LINESTRING (-123.34211235842791 48.44196194396249, -123.34180025146287 48.44209278818837)"
240,8910(92),one,27.194134957935315,1992,,"LINESTRING (-123.33677510746617 48.444122216993776, -123.33646984305278 48.44425861710277)"
241,9020(91),one,20.08501119699826,1991,,"LINESTRING (-123.33326445300433 48.4411879278917, -123.33325710392792 48.44136855504814)"
242,6610(92),one,22.62527249226176,1992,,"LINESTRING (-123.33525222474697 48.44802141128545, -123.33494644301096 48.44801441891386)"
243,4320(92),one,25.263369248202075,1992,,"LINESTRING (-123.34442673019612 48.44715461011641, -123.34429676483569 48.447364801070414)"
244,8730(92),one,12.540293700568851,1992,,"LINESTRING (-123.34501512152255 48.448251481723105, -123.34484553810012 48.44825136293954)"
245,8270(85),one,34.05824294359902,1985,,"LINESTRING (-123.34852730514558 48.447759782995725, -123.3480722765008 48.447807162845564)"
246,6820(92),one,45.35073087828585,1992,,"LINESTRING (-123.35169134946287 48.44734270839256, -123.35109025314021 48.44742360142098)"
247,5980(93),one,40.60886637793366,1993,,"LINESTRING (-123.34868586810843 48.44409323358525, -123.34879593327813 48.44445115362709)"
248,5020(91),one,20.671025902197268,1991,,"LINESTRING (-123.34804391323766 48.44335953314328, -123.34786574778214 48.44350282215589)"
249,1930(93),one,25.18412002615392,1993,,"LINESTRING (-123.34676093383146 48.442711352519304, -123.34650263493117 48.44256371058325)"
250,10530(89),one,23.55427578644931,1989,,"LINESTRING (-123.3461363672725 48.44096949003404, -123.34581789741664 48.44097126615644)"
251,3050(92),one,15.164102754903139,1992,,"LINESTRING (-123.3443584650409 48.44047766114732, -123.34427343775216 48.44060180024371)"
252,9130(89),one,33.86525053150869,1989,,"LINESTRING (-123.3586664891246 48.43831702565722, -123.35873741461621 48.43861801434001)"
253,8920(91),one,18.48218754667551,1991,,"LINESTRING (-123.35699371619458 48.43511885983227, -123.35674455301262 48.4351063473456)"
254,9200(92),one,24.99319624311821,1992,,"LINESTRING (-123.35388974298311 48.43495712536391, -123.35355273137759 48.43494086003771)"
255,6570(92),one,22.774266606284712,1992,,"LINESTRING (-123.34589558571145 48.43446003610942, -123.34558866108279 48.434443782075554)"
256,5150(92),one,30.129117104264587,1992,,"LINESTRING (-123.36054549491212 48.430753707418475, -123.36013924313997 48.43073428751035)"
257,12530(90),one,23.400210397518528,1990,,"LINESTRING (-123.34872418892391 48.42542486198796, -123.34840882534964 48.42540866354948)"
258,11270(89),one,7.9999781962278105,1989,,"LINESTRING (-123.35117269548584 48.42328685608588, -123.35106638072813 48.42327371895768)"
259,1620(81),one,33.47729927901182,1981,,"LINESTRING (-123.35303364857477 48.42169969817747, -123.35258797236277 48.42164766473591)"
260,9770(90),one,8.00005507566573,1990,,"LINESTRING (-123.3543717992375 48.42093003747932, -123.35435385539336 48.421001011609846)"
261,6250(90),one,8.00002972113569,1990,,"LINESTRING (-123.35706665086482 48.421589709412736, -123.35705094641114 48.42166091811656)"
262,7105(97),one,21.839877000764904,1997,,"LINESTRING (-123.35635143332638 48.41430690282276, -123.35626941920562 48.414495646335105)"
263,2350(91),one,17.80006704438167,1991,,"LINESTRING (-123.35758837241904 48.41638764651773, -123.35735097295421 48.4163617686123)"
264,1990(92),one,7.999938006786936,1992,,"LINESTRING (-123.36151277397336 48.41209250551608, -123.36143486154117 48.41204261153987)"
265,2420(91),one,31.489003233990296,1991,,"LINESTRING (-123.35731446829553 48.41067551484197, -123.35727382966002 48.410957509621156)"
266,650(89),one,20.82859559722503,1989,,"LINESTRING (-123.3689623465831 48.40936094693561, -123.36891744611069 48.40954593074246)"
267,2180(89),one,18.003969657240663,1989,,"LINESTRING (-123.36867886111897 48.410288248996224, -123.3686279180265 48.41044663028706)"
268,3900(90),one,25.122650711905028,1990,,"LINESTRING (-123.37661828496401 48.41143091142232, -123.3763428957363 48.411298740686725)"
269,1900(93),one,20.65144936978875,1993,,"LINESTRING (-123.37438463150724 48.413104509632035, -123.37415912592489 48.41299505504477)"
270,2510(93),one,23.768839393711755,1993,,"LINESTRING (-123.3748522271562 48.41434670590527, -123.37466423551354 48.414520094374694)"
271,180(91),one,34.464196134808695,1991,,"LINESTRING (-123.36875507498513 48.41336222086377, -123.36858010112941 48.41364956388947)"
272,330(91),one,31.141380123300927,1991,,"LINESTRING (-123.36901716334005 48.4145306948716, -123.36862273191358 48.41443299878246)"
273,5000(90),one,19.77240313668654,1990,,"LINESTRING (-123.36869990964567 48.41678402482617, -123.36868911788817 48.416961761139234)"
274,5610(83),one,28.821514420301245,1983,,"LINESTRING (-123.36561091826434 48.41768762018001, -123.36560120793399 48.417946830905606)"
275,5970(90),one,31.95631169406496,1990,,"LINESTRING (-123.36586977394703 48.41934308318358, -123.36603219045723 48.419609474496255)"
276,4840(90),one,30.604600001289903,1990,,"LINESTRING (-123.36861794415576 48.418946361414285, -123.36861993608721 48.419221690865335)"
277,10070(90),one,31.913843254158312,1990,,"LINESTRING (-123.36783442059772 48.42036561924436, -123.36741801762064 48.420290724505875)"
278,4280(90),one,22.000172133845375,1990,,"LINESTRING (-123.36554336028333 48.419975067460605, -123.36525675200267 48.41992236173662)"
279,4190(89),one,25.455937877157787,1989,,"LINESTRING (-123.364994209379 48.419194003777555, -123.36480414951545 48.41938490059861)"
280,2230(90),one,20.538854394451192,1990,,"LINESTRING (-123.36167078370006 48.41802532587022, -123.36152236665528 48.418181473079905)"
281,2140(90),one,18.922392658251283,1990,,"LINESTRING (-123.36177644961884 48.42042684662558, -123.36155831963713 48.420337973374494)"
282,8140(90),one,18.73310557031638,1990,,"LINESTRING (-123.36288632235107 48.42150655054192, -123.36290734199777 48.421674500147205)"
283,1440(89),one,17.89336311554201,1989,,"LINESTRING (-123.36391846083238 48.4215223393721, -123.36376548490796 48.421397657713946)"
284,5310(92),one,36.253852869002834,1992,,"LINESTRING (-123.37070511352394 48.41797922411152, -123.37021840820557 48.41801682673099)"
285,2770(90),one,22.5142799227574,1990,,"LINESTRING (-123.37197638796613 48.418507327028415, -123.37186601708122 48.41869608145159)"
286,2060(89),one,19.212880642583546,1989,,"LINESTRING (-123.37511392120743 48.42046407299429, -123.37496872815981 48.42060737722359)"
287,1140(93),one,16.44056475065632,1993,,"LINESTRING (-123.37823525290132 48.415005675696065, -123.37805361340767 48.414920497627655)"
288,440(87),one,16.310118984226865,1987,,"LINESTRING (-123.38438726871215 48.41889893583043, -123.38427103621176 48.41902361321744)"
289,2910(90),one,19.116333254188586,1990,,"LINESTRING (-123.3851811994386 48.42110221644347, -123.38503334089054 48.42124325087609)"
290,2380(92),one,8.376085798227747,1992,,"LINESTRING (-123.38099281724614 48.421895365587964, -123.38092318218 48.421954779912106)"
291,1650(92),one,23.91834575101705,1992,,"LINESTRING (-123.37985337943553 48.42179960733416, -123.37953787925788 48.42175268058296)"
292,1650(92),one,20.661354043689332,1992,,"LINESTRING (-123.38000174790467 48.42119662043777, -123.37977264434808 48.42109033854628)"
293,2070(92),one,21.106889726043462,1992,,"LINESTRING (-123.37745437064949 48.42204848212991, -123.37722167520279 48.42193862813164)"
294,3460(90),one,24.349766557264537,1990,,"LINESTRING (-123.3562254326436 48.40770289086839, -123.35591240480896 48.40763542175269)"
295,7940(85),one,29.294005185827043,1985,,"LINESTRING (-123.37860962495529 48.42887058718692, -123.37830909043936 48.428698978833246)"
296,940(90),one,13.400389751767463,1990,,"LINESTRING (-123.38578029556292 48.429305234948096, -123.38577833133333 48.42942578342782)"
297,622(90),one,21.670058274281896,1990,,"LINESTRING (-123.38702460835408 48.42925535434661, -123.3870275189031 48.4294502977101)"
298,3440(92),one,27.346819885000436,1992,,"LINESTRING (-123.38380199188848 48.43147420496845, -123.38356866234662 48.431665036489306)"
299,3840(90),one,38.0837548436294,1990,,"LINESTRING (-123.3802893752625 48.43309591827931, -123.38008278506034 48.43278209289979)"
300,7580(90),one,27.434884130129795,1990,,"LINESTRING (-123.3829234569902 48.4352611945659, -123.3827554405204 48.43504115417603)"
301,9900(92),one,30.20763466845599,1992,,"LINESTRING (-123.38673723506177 48.43543565960334, -123.38632883896081 48.435436219869494)"
302,660(93),one,33.06016000305901,1993,,"LINESTRING (-123.38563752061057 48.43456380622663, -123.38519056646228 48.4345634237759)"
303,730(93),one,16.939843870420606,1993,,"LINESTRING (-123.38167192402793 48.44687079630566, -123.38157258737922 48.44700811914456)"
304,3550(91),one,26.48921902509461,1991,,"LINESTRING (-123.38569872087668 48.44822972814011, -123.38547714131977 48.44841697442353)"
305,5370(93),one,22.447235348993523,1993,,"LINESTRING (-123.37583182174797 48.442409269931446, -123.37566697993125 48.442578836470865)"
306,8760(93),one,35.56872232042691,1993,,"LINESTRING (-123.37575570594095 48.441428908167495, -123.3753262925213 48.44128481509605)"
307,5500(93),one,29.850077533517695,1993,,"LINESTRING (-123.37239068209426 48.44333930734658, -123.3720617119612 48.443183711498605)"
308,9010(85),one,14.483722969449866,1985,,"LINESTRING (-123.37462129321761 48.44442381164707, -123.37446210209227 48.44434790977302)"
309,6400(89),one,29.019273844817643,1989,,"LINESTRING (-123.37212911594794 48.44450649096538, -123.37176325612018 48.44460087457719)"
310,22980(90),one,15.829780714052509,1990,,"LINESTRING (-123.37033755186378 48.443873137317695, -123.37026148411498 48.443740022283166)"
311,10920(92),one,33.62367873202861,1992,,"LINESTRING (-123.36962195313072 48.445051859467156, -123.36917083872824 48.445089600287076)"
312,3700(82),one,41.671372735669195,1982,,"LINESTRING (-123.37016646256059 48.44786086941352, -123.36961202340952 48.44792790397473)"
313,17980(89),one,36.52654070511401,1989,,"LINESTRING (-123.36773909808512 48.44711582285659, -123.36757127547274 48.44680676400361)"
314,2080(90),one,34.72264991708264,1990,,"LINESTRING (-123.36477199475269 48.44850489773827, -123.36430827655218 48.448554017485726)"
315,7930(92),one,40.55573177291033,1992,,"LINESTRING (-123.36546327946868 48.44553674620523, -123.36492462650229 48.44560526178804)"
316,7170(82),one,34.76358443146085,1982,,"LINESTRING (-123.36172550597837 48.447463756905016, -123.36164228382478 48.44715594931336)"
317,6840(92),one,37.69648967892158,1992,,"LINESTRING (-123.3577032447009 48.44657357207673, -123.3571999456758 48.44662737983908)"
318,23870(93),one,37.656472723596714,1993,,"LINESTRING (-123.3641643343265 48.44081276118706, -123.36407685066949 48.44047902612734)"
319,12010(93),one,32.939767503740924,1993,,"LINESTRING (-123.36586751997342 48.43832863919332, -123.36544490803489 48.43842213876058)"
320,12600(89),one,18.577784674099235,1989,,"LINESTRING (-123.36638628645774 48.43680677364139, -123.36630280987147 48.436649140512955)"
321,7870(89),one,19.925029989435536,1989,,"LINESTRING (-123.36759433843322 48.436640880253044, -123.36759017645808 48.43646164772035)"
322,1820(91),one,13.064936911186667,1991,,"LINESTRING (-123.3694080680874 48.436334887194164, -123.36935168373377 48.436223498687056)"
323,9710(90),one,29.45248367066582,1990,,"LINESTRING (-123.36704645679781 48.43565241406248, -123.36664867862633 48.435640371744924)"
324,9990(93),one,19.244948650400147,1993,,"LINESTRING (-123.36851081392547 48.43572839876405, -123.36825181272548 48.435711888860176)"
325,1090(91),one,24.23356792018266,1991,,"LINESTRING (-123.37041123077975 48.43659126720492, -123.37009190563336 48.436640064333396)"
326,9400(89),one,29.742390103437604,1989,,"LINESTRING (-123.36405864586531 48.43548912585757, -123.36365762847035 48.435469433704725)"
327,16060(93),one,27.633831878958148,1993,,"LINESTRING (-123.36125275746676 48.43160600409917, -123.36126040681371 48.431854557806176)"
328,16630(81),one,25.41073434825274,1981,,"LINESTRING (-123.36432197569934 48.43223162080876, -123.3643268557338 48.43246020357038)"
329,10140(89),one,14.662066021520095,1989,,"LINESTRING (-123.3669397439404 48.43366351451767, -123.36694393953815 48.433795391131675)"
330,12220(84),one,7.999991485493027,1984,,"LINESTRING (-123.36257147655849 48.42675961894324, -123.36246486726391 48.42674755666634)"
331,12420(84),one,7.999967952888629,1984,,"LINESTRING (-123.35702287898398 48.42614778656008, -123.35691643288558 48.4261351077719)"
332,13230(91),one,7.999957878147438,1991,,"LINESTRING (-123.3541145245391 48.42584126635473, -123.35400807847569 48.42582859027418)"
333,4840(89),one,21.711171237555277,1989,,"LINESTRING (-123.35637306392329 48.42479955163764, -123.35632248187896 48.42499195174123)"
334,5580(89),one,19.82699539349181,1989,,"LINESTRING (-123.35923899110094 48.425076344405134, -123.35920299167121 48.4252531002472)"
335,11860(90),one,19.53848340802244,1990,,"LINESTRING (-123.36200469288585 48.42536647470443, -123.36196292726525 48.425540039581335)"
336,11690(89),one,15.086911228529946,1989,,"LINESTRING (-123.36482817370064 48.42570407391539, -123.36479203292289 48.425837653955526)"
337,5210(89),one,18.178187937583655,1989,,"LINESTRING (-123.36938077693304 48.42494126301212, -123.36913696750092 48.42492094848493)"
