year,state,charging_level,ICE_segment,EV_emissions_kg,ICE_emissions_kg,CO2_saved_kg,grid_emission_factor,ev_adoption_rate,distance_km
2024,National,Level 3,Medium,15.75,11.55,-4.199999999999999,0.63,0.0953,150
2024,National,Level 3,Light,15.75,20.4,4.650000000000002,0.63,0.0953,150
2024,National,Level 3,Pick-up/Chassis 4x2,15.75,32.25,16.5,0.63,0.0953,150
2024,National,Level 3,SUV Upper Large,15.75,39.75,24.0,0.63,0.0953,150
2024,National,Level 3,Vans/Cab Chassis,15.75,29.85,14.1,0.63,0.0953,150
2024,National,Level 3,People Movers,15.75,27.15,11.4,0.63,0.0953,150
2024,National,Level 3,Sports,15.75,32.85,17.1,0.63,0.0953,150
2024,National,Level 3,Micro,15.75,17.25,1.5,0.63,0.0953,150
2024,National,Level 3,Large,15.75,23.1,7.350000000000001,0.63,0.0953,150
2024,National,Level 3,Upper Large,15.75,23.1,7.350000000000001,0.63,0.0953,150
