name,address,latitude,longitude,score,geometry
ChargeHub,"186 Golf Club Drive, Howlong, NSW, 2643",-35.98521,146.64443,1.0233508348,POINT (146.64443 -35.98521)
ChargeFox,"133 McKoy Street, Wodonga, VIC, 3690",-36.112354,146.84871,1.0230326653,POINT (146.84871 -36.112354)
Evie,"196 Melbourne Road, Wodonga, VIC, 3690",-36.111262,146.8641,1.0229454041,POINT (146.8641 -36.111262)
Evie,"90 Hume Street, Wodonga, VIC, 3690",-36.121681,146.886577,1.0228703022,POINT (146.886577 -36.121681)
Tesla,"3 Havelock Street, Wodonga, VIC, 3690",-36.123861,146.889963,1.0228613615,POINT (146.889963 -36.123861)
NRMA,"Kiewa St, Albury, NSW, 2640",-36.083792,146.914834,1.0225582123,POINT (146.914834 -36.083792)
Tesla,"576 Stanley Street, Albury, NSW, 2640",-36.08025,146.913811,1.0225481987,POINT (146.913811 -36.08025)
ChargeFox,"524 Smollett Street, Albury, NSW, 2640",-36.082826,146.91637,1.0225461721,POINT (146.91637 -36.082826)
Exploren,"102 Volt Lane, Albury, NSW, 2640",-36.081768,146.916319,1.0225419998,POINT (146.916319 -36.081768)
Exploren,"550 Kiewa Street, Albury, NSW, 2640",-36.078161,146.916748,1.0225241184,POINT (146.916748 -36.078161)
Exploren,"446 Dean Street, Albury, NSW, 2640",-36.080636,146.92161,1.0225098133,POINT (146.92161 -36.080636)
EVUp,"99-119 Borella Road, Albury, NSW, 2640",-36.077644,146.943955,1.0223828554,POINT (146.943955 -36.077644)
Exploren,"21 Hague Ave, Albury, NSW, 2640",-36.064706,146.934224,1.0223772526,POINT (146.934224 -36.064706)
NRMA,"Commercial St, Walla Walla, NSW, 2659",-35.764937,146.901041,1.0211006403,POINT (146.901041 -35.764937)
Tesla,"38 Swift Street, Holbrook, NSW, 2644",-35.722548,147.317511,1.023276329,POINT (147.317511 -35.722548)
NRMA,"Prospect St, Holbrook, NSW, 2644",-35.718152,147.316019,1.0232695341,POINT (147.316019 -35.718152)
Exploren,"152 Green Street West, Lockhart, NSW, 2656",-35.220924,146.712054,1.0226508379,POINT (146.712054 -35.220924)
Exploren,"109 Green Street, Lockhart, NSW, 2656",-35.220594,146.715379,1.0226429701,POINT (146.715379 -35.220594)
bp pulse,"13 Southey St, Jerilderie, NSW, 2716",-35.360757,145.719347,1.0224083662,POINT (145.719347 -35.360757)
Exploren,"60 Wilson Street, The Rock, NSW, 2655",-35.266526,147.110494,1.0219265223,POINT (147.110494 -35.266526)
Tesla,"188 Fernleigh Road, Wagga Wagga, NSW, 2650",-35.131096,147.339876,1.0204532146,POINT (147.339876 -35.131096)
Evie,"19 Murray Valley Highway, Corryong, VIC, 3707",-36.19569,147.906387,1.0203783512,POINT (147.906387 -36.19569)
Saascharge,"127 Lord Baden Powell Drive, Wagga Wagga, NSW, 2650",-35.128601,147.3682,1.0203530788,POINT (147.3682 -35.128601)
EVX,"Flinders St, Wagga Wagga, NSW, 2650",-35.119435,147.369812,1.0203045607,POINT (147.369812 -35.119435)
EVX,"26 Fitzhardinge St, Wagga Wagga, NSW, 2650",-35.117676,147.370454,1.0202941895,POINT (147.370454 -35.117676)
Saascharge,"2-40 Morgan Street, Wagga Wagga, NSW, 2650",-35.117051,147.37403,1.020280242,POINT (147.37403 -35.117051)
EVX,"17 Morgan St, Wagga Wagga, NSW, 2650",-35.116914,147.375754,1.0202742815,POINT (147.375754 -35.116914)
Saascharge,"10 Morrow Street, Wagga Wagga, NSW, 2650",-35.110028,147.372082,1.0202530622,POINT (147.372082 -35.110028)
Saascharge,"181 Tarcutta St, Wagga Wagga, NSW, 2650",-35.109603,147.373677,1.0202461481,POINT (147.373677 -35.109603)
Exploren,"93 Hammond Avenue, Wagga Wagga, NSW, 2650",-35.120013,147.389516,1.0202462673,POINT (147.389516 -35.120013)
NRMA,"8 Cross Street, Wagga Wagga, NSW, 2650",-35.108308,147.371965,1.0202453136,POINT (147.371965 -35.108308)
