"ModelReleaseYear","Make","ModelReleaseVersion","Model","Variant","EngineDisplacement","EngineConfiguration","EngineInduction","FwdGearsNo","TransmissionTypeDescription","SideDoorNo","SeatingCapacity","BodyStyle","DrivingWheelsNo","FuelType","CO2EmissionsCombined","CO2EmissionsUrban","CO2EmissionsExtraUrban","FuelConsumptionCombined","FuelConsumptionUrban","FuelConsumptionExtraUrban","EnergyConsumptionWhkm","ElectricRangeKm","AirPollutionStandard","StationaryNoiseData","TestSpeed","IsCurrentModel","ModelEndYear","FuelLifeCycleCO2","AnnualTailpipeCO2","AnnualFuelCost"
"2022","Citroen","","C5 Aircross","Sport","1.6","4cyl","Turbo","8","Auto","4","5","Sedan","2","Petrol 95RON","130","143","123","5.7","6.3","5.4","","","Euro 6","73","3750","Yes","0","139","1.82","1436"
"2024","Audi","","Q2","35 TFSI S-tronic 19 inch (DXDB)","1.5","4cyl","Turbo","7","Auto","4","5","SUV","2","Petrol 95RON","130","155","116","5.7","6.8","5.1","","","Euro 6","81","3750","Yes","0","139","1.82","1436"
"2019","Audi","","A1 Sportback"," 35 TFSI S-Tronic 16"","1.5","4cyl","Turbo","7","Other","4","5","Hatch","2","Petrol 95RON","130","163","110","5.7","7.2","4.9","","","Euro 6","75","3750","Yes","0","139","1.82","1436"
"2018","Mercedes-Benz","177","A Class","A200","1.3","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","130","164","111","5.7","7.2","4.9","","","Euro 6","73","3750","Yes","0","139","1.82","1436"
"2022","Mercedes-Benz","118","CLA Class","CLA200","1.3","4cyl","Turbo","7","Auto","4","5","Coupe","2","Petrol 95RON","130","167","108","5.7","7.2","4.7","","","Euro 6","73","3750","Yes","0","139","1.82","1436"
"2019","Mercedes-Benz","177","A Class","A200","1.3","4cyl","Turbo","7","Auto","4","5","Sedan","2","Petrol 95RON","130","167","108","5.7","7.2","4.7","","","Euro 6","73","3750","Yes","0","139","1.82","1436"
"2019","Mercedes-Benz","118","CLA Class","CLA200","1.3","4cyl","Turbo","7","Auto","4","5","Coupe","2","Petrol 95RON","130","167","108","5.7","7.2","4.7","","","Euro 6","73","3750","Yes","0","139","1.82","1436"
"2019","Mercedes-Benz","177","A Class","A180","1.3","4cyl","Turbo","7","Auto","4","5","Sedan","2","Petrol 95RON","130","167","109","5.7","7.2","4.7","","","Euro 6","73","3750","Yes","0","139","1.82","1436"
"2019","Mercedes-Benz","177","A Class","A180 ","1.3","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","130","167","110","5.7","7.2","4.8","","","Euro 6","73","3750","Yes","0","139","1.82","1436"
"2023","Mercedes-Benz","V177","A Class","A 200 Sedan","1.3","4cyl","Turbo","7","Auto","4","5","Sedan","2","Petrol 95RON","130","172","107","5.7","7.4","4.7","","","Euro 5","74","3750","Yes","0","139","1.82","1436"
"2022","Peugeot","","Partner ","PARTNER CITY SHORT 1.2 PT MT6","1.2","3cyl","Turbo","6","Manual","3","2","Van","2","Petrol 95RON","131","153","119","5.8","6.7","5.2","","","Euro 6","72","3750","Yes","0","142","1.83","1462"
"2025","Cupra","MY25","Terramar","S","1.5","4cyl","Turbo","7","Auto","4","5","SUV","2","Petrol 95RON","131","156","117","5.7","6.8","5.1","","","Euro 6","74","3750","Yes","0","139","1.83","1436"
"2019","Audi","","A1 Sportback"," 35 TFSI S-Tronic 18"","1.5","4cyl","Turbo","7","Other","4","5","Hatch","2","Petrol 95RON","131","163","112","5.8","7.2","4.9","","","Euro 6","75","3750","Yes","0","142","1.83","1462"
"2023","Skoda","MY24","Octavia","Style","1.4","4cyl","Turbo","8","Auto","4","5","Wagon","2","Petrol 95RON","131","164","111","5.8","7.2","4.9","","","Euro 6","70","3750","No","2025","142","1.83","1462"
"2023","Skoda","MY24","Octavia","Sportline","1.4","4cyl","Turbo","8","Auto","4","5","Wagon","2","Petrol 95RON","131","164","111","5.8","7.2","4.9","","","Euro 6","70","3750","Yes","0","142","1.83","1462"
"2023","Skoda","MY23","Octavia","Style","1.4","4cyl","Turbo","8","Auto","4","5","Wagon","2","Petrol 95RON","131","164","111","5.8","7.2","4.9","","","Euro 6","70","3750","Yes","0","142","1.83","1462"
"2023","Skoda","MY23","Octavia","Ambition","1.4","4cyl","Turbo","8","Auto","4","5","Wagon","2","Petrol 95RON","131","164","111","5.8","7.2","4.9","","","Euro 6","70","3750","Yes","0","142","1.83","1462"
"2019","Mercedes-Benz","247","B Class","B180 Hatch","1.3","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","131","167","111","5.7","7.2","4.8","","","Euro 6","72","3750","Yes","0","139","1.83","1436"
"2018","Ford","SA","Focus","ST-Line","1.5","3cyl","Turbo","6","Manual","4","5","Sedan","2","Petrol 95RON","131","168","110","5.7","7.3","4.8","","","Euro 5","76","3750","Yes","0","139","1.83","1436"
"2018","Ford","SA","Focus","ST-Line","1.5","3cyl","Turbo","6","Manual","4","5","Hatch","2","Petrol 95RON","131","168","110","5.7","7.3","4.8","","","Euro 5","76","3750","Yes","0","139","1.83","1436"
"2023","Mercedes-Benz","W177","A Class","A 200 Hatch","1.3","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","131","172","108","5.8","7.4","4.7","","","Euro 5","74","3750","Yes","0","142","1.83","1462"
"2020","Mazda","SkyActivX","3","Sedan","2","4cyl","Supercharged","6","Auto","4","5","Sedan","2","Petrol 95RON","132","156","118","5.5","6.5","4.9","","","Euro 5","74","3750","Yes","0","134","1.85","1386"
"2017","Audi","","Q2","1.4 TFSI Manual 18/19 Inch Wheel","1.4","4cyl","Turbo","6","Manual","4","5","SUV","2","Petrol 95RON","132","159","117","5.8","6.8","5.1","","","Euro 6","74","3750","Yes","0","142","1.85","1462"
"2023","Volkswagen","MY24","Golf","110TSI","1.4","4cyl","Turbo","8","Auto","4","5","Hatch","2","Petrol 95RON","132","163","113","5.8","7.2","5","","","Euro 6","75","3750","Yes","0","142","1.85","1462"
"2023","Volkswagen","MY24","Golf","110TSI Life","1.4","4cyl","Turbo","8","Auto","4","5","Hatch","2","Petrol 95RON","132","163","113","5.8","7.2","5","","","Euro 6","75","3750","Yes","0","142","1.85","1462"
"2023","Volkswagen","MY24","Golf","110TSI R-Line","1.4","4cyl","Turbo","8","Auto","4","5","Hatch","2","Petrol 95RON","132","163","113","5.8","7.2","5","","","Euro 6","75","3750","Yes","0","142","1.85","1462"
"2019","Audi","","A1 Sportback"," 35 TFSI S-Tronic 17"","1.5","4cyl","Turbo","7","Other","4","5","Hatch","2","Petrol 95RON","132","164","113","5.8","7.2","5","","","Euro 6","75","3750","Yes","0","142","1.85","1462"
"2016","Audi","","A3 Sedan","2.0 TFSI S-Tronic 17 Inch Wheel","2","4cyl","Turbo","7","Auto","4","5","Sedan","2","Petrol 95RON","132","168","111","5.8","7.4","4.9","","","Euro 6","74","3750","Yes","0","142","1.85","1462"
"2017","BMW","F48","X1","sDrive18i","1.5","3cyl","Turbo","7","Auto","4","5","Wagon","2","Petrol 95RON","133","155","120","5.8","6.8","5.2","","","Euro 6","78","3450","Yes","0","142","1.86","1462"
"2016","Audi","","A4 Avant","2.0 TFSI S-Tronic 19 Inch Wheel","2","4cyl","Turbo","7","Auto","4","5","Wagon","2","Petrol 95RON","133","157","114","5.8","7","5.1","","","Euro 6","73","3750","Yes","0","142","1.86","1462"
"2017","Audi","","A5 Cabriolet","2.0 TFSI S-Tronic 18/19 Inch Wheel","2","4cyl","Turbo","7","Auto","2","4","Convertible","2","Petrol 95RON","133","162","116","5.9","7.2","5.1","","","Euro 6","73","3750","Yes","0","144","1.86","1487"
"2024","Audi","","A1 Sportback"," 40 TFSI S-Tronic 17 Inch Wheel","2","4cyl","Turbo","6","Other","4","5","Hatch","2","Petrol 95RON","133","172","110","5.8","7.5","4.9","","","Euro 6","89","3750","Yes","0","142","1.86","1462"
"2024","Audi","","A1 Sportback"," 40 TFSI S-Tronic 18 Inch Wheel","2","4cyl","Turbo","6","Other","4","5","Hatch","2","Petrol 95RON","133","172","111","5.9","7.6","4.9","","","Euro 6","89","3750","Yes","0","144","1.86","1487"
"2024","Audi","","A1 Sportback"," 40 TFSI S-Tronic 18 Inch Wheel","2","4cyl","Turbo","6","Other","4","5","Hatch","2","Petrol 95RON","133","172","111","5.9","7.6","4.9","","","Euro 6","89","3750","Yes","0","144","1.86","1487"
"2017","Audi","","A5 Cabriolet","2.0 TFSI S-Tronic 20 Inch Wheel","2","4cyl","Turbo","7","Auto","2","4","Convertible","2","Petrol 95RON","134","163","117","5.9","7.2","5.2","","","Euro 6","73","3750","Yes","0","144","1.88","1487"
"2017","Audi","","A5 Cabriolet","2.0 TFSI S-Tronic 20 Inch Wheel","2","4cyl","Turbo","7","Auto","2","4","Convertible","2","Petrol 95RON","134","163","117","5.9","7.2","5.2","","","Euro 6","73","3750","Yes","0","144","1.88","1487"
"2016","BMW","F22","2 Series","230i","2","4cyl","Turbo","8","Auto","2","4","Coupe","2","Petrol 95RON","134","168","114","5.9","7.4","5","","","Euro 6","85","3750","Yes","0","144","1.88","1487"
"2016","Audi","","A3 Sportback","2.0 TFSI S-Tronic 17 Inch Wheel","2","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","134","169","113","5.9","7.4","5","","","Euro 6","74","3750","Yes","0","144","1.88","1487"
"2017","Fiat","Abarth","500","1.4 16V T 180hp Abarth Competizione MTA","1.4","4cyl","Turbo","5","Other","2","4","Sedan","2","Petrol 95RON","134","176","109","5.8","7.6","4.7","","","Euro 6","89","3750","Yes","0","142","1.88","1462"
"2017","Fiat","Abarth","500C","1.4 16V T 180hp Abarth 595 Competizione MTA","1.4","4cyl","Turbo","5","Other","2","4","Convertible","2","Petrol 95RON","134","176","109","5.8","7.6","4.7","","","Euro 6","89","3750","Yes","0","142","1.88","1462"
"2016","BMW","F36","4 Series","420i Gran Coupe","2","4cyl","Turbo","8","Auto","4","5","Coupe","2","Petrol 95RON","134","176","110","5.8","7.6","4.7","","","Euro 6","75","3750","Yes","0","142","1.88","1462"
"2020","Mazda","SkyActivX","3","Hatch","2","4cyl","Supercharged","6","Auto","4","5","Hatch","2","Petrol 95RON","135","159","121","5.5","6.5","4.9","","","Euro 5","75","3750","Yes","0","134","1.89","1386"
"2019","BMW","F44","2 Series","218i","1.5","3cyl","Turbo","7","Auto","4","5","Sedan","2","Petrol 95RON","135","164","118","5.9","7.2","5.2","","","Euro 6","80","3450","Yes","0","144","1.89","1487"
"2016","MINI","F57","Cooper S","Convertible","2","4cyl","Turbo","6","Auto","2","4","Convertible","2","Petrol 95RON","135","167","117","5.8","7.2","5","","","Euro 6","86","3750","No","2025","142","1.89","1462"
"2016","BMW","F22","2 Series","220i","2","4cyl","Turbo","8","Auto","2","4","Coupe","2","Petrol 95RON","135","169","115","5.9","7.4","5","","","Euro 6","82","3750","Yes","0","144","1.89","1487"
"2022","Peugeot","","Partner ","PARTNER PRO SHORT 1.2 PT AT8","1.2","3cyl","Turbo","8","Auto","4","3","Van","2","Petrol 95RON","136","151","128","5.9","6.6","5.6","","","Euro 6","75","3750","Yes","0","144","1.9","1487"
"2022","Peugeot","","Partner ","PARTNER PRO LONG 1.2 PT AT8","1.2","3cyl","Turbo","8","Auto","4","3","Van","2","Petrol 95RON","136","151","128","5.9","6.6","5.6","","","Euro 6","75","3750","Yes","0","144","1.9","1487"
"2020","Nissan","F16","Juke","","1","3cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","136","160","123","5.8","6.8","5.2","","","Euro 5","73","3750","Yes","0","142","1.9","1462"
"2020","Mazda","SkyActivX","CX-30","FWD","2","4cyl","Supercharged","6","Auto","4","5","SUV","2","Petrol 95RON","136","162","121","5.7","6.8","5.1","","","Euro 5","77","3750","Yes","0","139","1.9","1436"
"2016","Audi","","A3 Sedan","2.0 TFSI S-Tronic 18 Inch Wheel","2","4cyl","Turbo","7","Auto","4","5","Sedan","2","Petrol 95RON","136","171","114","6","7.6","5.1","","","Euro 6","74","3750","Yes","0","147","1.9","1512"
"2014","MINI","F55","Cooper S","Station Wagon","2","4cyl","Turbo","7","Auto","4","5","Wagon","2","Petrol 95RON","136","171","116","5.9","7.5","5.1","","","Euro 6","74","3000","No","2025","144","1.9","1487"
"2016","Audi","","A3 Sedan","2.0 TFSI S-Tronic 19 Inch Wheel","2","4cyl","Turbo","7","Auto","4","5","Sedan","2","Petrol 95RON","136","172","114","6","7.6","5.1","","","Euro 6","74","3750","Yes","0","147","1.9","1512"
"2016","BMW","F36","4 Series","430i Gran Coupe","2","4cyl","Turbo","8","Auto","4","5","Coupe","2","Petrol 95RON","136","172","115","5.8","7.4","4.9","","","Euro 6","85","3750","Yes","0","142","1.9","1462"
"2018","Ford","SA","Focus","Ambiente","1.5","3cyl","Normal","6","Manual","4","5","Sedan","2","Petrol 95RON","136","185","108","5.9","8","4.6","","","Euro 5","74","3750","Yes","0","144","1.9","1487"
"2018","Ford","SA","Focus","Ambiente","1.5","3cyl","Normal","6","Manual","4","5","Hatch","2","Petrol 95RON","136","185","108","5.9","8","4.6","","","Euro 5","74","3750","Yes","0","144","1.9","1487"
"2022","Citroen","","C5X","Shine","1.6","4cyl","Turbo","8","Auto","4","5","Sedan","2","Petrol 95RON","137","160","124","6","7","5.4","","","Euro 6","75","3750","Yes","0","147","1.92","1512"
"2015","Audi","","TT Coupe","2.0T FSI Manual","2.0","4cyl","Turbo","6","Manual","2","4","Coupe","2","Petrol 95RON","137","170","116","5.9","7.3","5","","","Euro 6","93.00","3750","Yes","0","144","1.92","1487"
"2016","Audi","","A3 Sportback","2.0 TFSI S-Tronic 18/19 Inch Wheel","2","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","137","172","116","6.1","7.6","5.2","","","Euro 6","74","3750","Yes","0","149","1.92","1537"
"2016","Audi","","A3 Cabriolet","2.0 TFSI S-Tronic 17 Inch Wheel","2","4cyl","Turbo","7","Auto","2","4","Convertible","2","Petrol 95RON","137","173","115","6","7.6","5","","","Euro 6","74","3750","Yes","0","147","1.92","1512"
"2018","Ford","SA","Focus","ST-Line","1.5","3cyl","Turbo","6","Manual","4","5","Wagon","2","Petrol 95RON","137","173","117","5.9","7.5","5","","","Euro 5","76","3750","Yes","0","144","1.92","1487"
"2021","Renault","2021","Arkana","","1.3","4cyl","Turbo","7","Auto","4","5","Hatch","2","Petrol 95RON","137","175","115","6","7.7","5.1","","","Euro 5","79","3750","Yes","0","147","1.92","1512"
"2024","MINI","F66","Cooper","C","1.5","3cyl","Turbo","7","Auto","2","4","Hatch","2","Petrol 95RON","137","176","114","6","7.7","5","","","Euro 6","73","3750","Yes","0","147","1.92","1512"
"2024","MINI","F66","Cooper","C","1.5","3cyl","Turbo","7","Auto","2","4","Hatch","2","Petrol 95RON","137","176","114","6","7.7","5","","","Euro 6","73","3750","Yes","0","147","1.92","1512"
"2024","MINI","F66","Cooper C","Hatch","1.5","3cyl","Turbo","7","Auto","2","4","Hatch","2","Petrol 95RON","137","176","114","6","7.7","5","","","Euro 6","73","3750","Yes","0","147","1.92","1512"
"2025","Skoda","MY25","Octavia","Sportline","1.4","4cyl","Turbo","8","Auto","4","5","Sedan","2","Petrol 95RON","137","183","111","6.1","8.1","4.9","","","Euro 6","70","3750","Yes","0","149","1.92","1537"
"2024","Skoda","MY25","Octavia","Select","1.4","4cyl","Turbo","8","Auto","4","5","Sedan","2","Petrol 95RON","137","183","111","6.1","8.1","4.9","","","Euro 6","70","3750","Yes","0","149","1.92","1537"
"2018","BMW","F39","X2","sDrive20i","2","4cyl","Turbo","7","Auto","4","5","Wagon","4","Petrol 95RON","138","169","121","6","7.4","5.3","","","Euro 6","85","3750","Yes","0","147","1.93","1512"
"2014","BMW","F45","2 Series Active Tourer","220i","2.0","4cyl","Turbo","8","Auto","4","5","Wagon","2","Petrol 95RON","138","171","119","5.9","7.4","5.1","","","Euro 6","77.00","3750","Yes","0","144","1.93","1487"
"2021","Citroen","","C4","Shine","1.2","3cyl","Turbo","8","Auto","4","5","Hatch","2","Petrol 95RON","138","174","118","6.1","7.7","5.2","","","Euro 5","75","3750","Yes","0","149","1.93","1537"
"2024","MINI","F65","Cooper C","Sedan","1.5","3cyl","Turbo","7","Auto","4","5","Sedan","2","Petrol 95RON","138","177","116","6.1","7.8","5.1","","","Euro 6","73","3750","Yes","0","149","1.93","1537"
"2016","Suzuki","","S-Cross","Turbo","1.4","4cyl","Turbo","6","Auto","4","5","Hatch","2","Petrol 95RON","138","178","115","5.9","7.6","4.9","","","Euro 5","75","3750","Yes","0","144","1.93","1487"
"2016","Suzuki","","S-Cross","Turbo Prestige","1.4","4cyl","Turbo","6","Auto","4","5","Hatch","2","Petrol 95RON","138","178","115","5.9","7.6","4.9","","","Euro 5","75","3750","Yes","0","144","1.93","1487"
"2019","Suzuki","","Vitara","Turbo","1.4","4cyl","Turbo","6","Auto","4","5","SUV","2","Petrol 95RON","138","178","115","5.9","7.6","4.9","","","Euro 5","79","3750","Yes","0","144","1.93","1487"
"2015","BMW","F31","3 Series","320i","2","4cyl","Turbo","8","Auto","4","5","Wagon","2","Petrol 95RON","138","181","113","5.9","7.8","4.8","","","Euro 6","81","3750","Yes","0","144","1.93","1487"
"2014","MINI","F56","Cooper S","Hardtop","2.0","4cyl","Turbo","6","Manual","2","4","Hatch","2","Petrol 95RON","138","181","113","5.9","7.8","4.9","","","Euro 6","81.00","3750","No","2025","144","1.93","1487"
"2015","BMW","F30","3 Series","320i","2","4cyl","Turbo","6","Manual","4","5","Sedan","2","Petrol 95RON","138","183","112","5.9","7.9","4.8","","","Euro 6","81","3750","Yes","0","144","1.93","1487"
"2017","BMW","F48","X1","sDrive20i","2","4cyl","Turbo","8","Auto","4","5","Wagon","2","Petrol 95RON","139","169","122","6.1","7.4","5.3","","","Euro 6","85","3750","Yes","0","149","1.95","1537"
"2015","Audi","","TT Coupe","2.0T FSI Manual 20 Inch Wheel","2.0","4cyl","Turbo","6","Manual","2","4","Coupe","2","Petrol 95RON","139","172","118","6","7.4","5.1","","","Euro 6","93.00","3750","Yes","0","147","1.95","1512"
"2017","Fiat","Abarth","500","1.4 16V T 180hp Abarth Competizione","1.4","4cyl","Turbo","5","Manual","2","4","Sedan","2","Petrol 95RON","139","182","114","6","7.9","4.9","","","Euro 6","89","3750","Yes","0","147","1.95","1512"
"2017","Fiat","Abarth","500C","1.4 16V T 180hp Abarth Competizione","1.4","4cyl","Turbo","5","Manual","2","4","Convertible","2","Petrol 95RON","139","182","114","6","7.9","4.9","","","Euro 6","89","3750","Yes","0","147","1.95","1512"
"2020","Audi","","A4","35 TFSI S tronic","2","4cyl","Turbo","7","Auto","4","5","Sedan","2","Petrol 95RON","140","175","119","6.1","7.7","5.2","","","Euro 6","71","3750","Yes","0","149","1.96","1537"
"2016","Audi","","A3 Cabriolet","2.0 TFSI S-Tronic 18 Inch Wheel","2","4cyl","Turbo","7","Auto","2","4","Convertible","2","Petrol 95RON","140","176","118","6.2","7.8","5.2","","","Euro 6","74","3750","Yes","0","151","1.96","1562"
"2014","MINI","F55","Cooper S","Station Wagon","2.0","4cyl","Turbo","6","Manual","4","5","Wagon","2","Petrol 95RON","140","183","115","6","7.9","4.9","","","Euro 6","81.00","3750","No","2025","147","1.96","1512"
"2016","BMW","F22","2 Series","220i","2","4cyl","Turbo","6","Manual","2","4","Coupe","2","Petrol 95RON","140","184","114","6.1","8.1","5","","","Euro 6","88","3750","Yes","0","149","1.96","1537"
"2025","Skoda","MY25","Octavia","Sportline","1.4","4cyl","Turbo","8","Auto","4","5","Wagon","2","Petrol 95RON","140","184","114","6.2","8.1","5","","","Euro 6","70","3750","Yes","0","151","1.96","1562"
