Postcode,State,Fuel Type, 31-Jan-2021 , 31-Jan-2022 , 31-Jan-2023 , 31-Jan-2024 , 31-Jan-2025 
2646,NSW,BEV,3,0,3,3,9
2646,NSW,Hybrid/PHEV,24,37,50,67,104
2646,NSW,ICE,5412,5388,5359,5404,5351
2647,NSW,BEV,0,3,3,5,6
2647,NSW,Hybrid/PHEV,5,14,18,26,36
2647,NSW,ICE,1473,1539,1567,1565,1590
2648,NSW,BEV,0,0,0,0,0
2648,NSW,Hybrid/PHEV,6,6,10,13,17
2648,NSW,ICE,1844,1879,1849,1930,1960
2649,NSW,ICE,29,32,30,23,30
2650,NSW,BEV,11,31,55,132,197
2650,NSW,Hybrid/PHEV,401,668,946,1336,1902
2650,NSW,ICE,45480,45975,47058,47788,47772
2651,NSW,BEV,0,0,6,3,3
2651,NSW,Hybrid/PHEV,7,5,9,16,34
2651,NSW,ICE,1656,1645,1699,1709,1744
2652,NSW,BEV,0,0,0,3,5
2652,NSW,Hybrid/PHEV,13,27,39,46,62
2652,NSW,ICE,4471,4515,4644,4798,4785
2653,NSW,BEV,0,3,4,7,10
2653,NSW,Hybrid/PHEV,8,6,10,14,17
2653,NSW,ICE,2163,2148,2168,2202,2211
2655,NSW,Hybrid/PHEV,7,9,11,11,13
2655,NSW,ICE,1209,1214,1219,1233,1255
2656,NSW,BEV,0,0,0,0,3
2656,NSW,Hybrid/PHEV,4,7,10,20,24
2656,NSW,ICE,1045,1054,1075,1106,1123
2658,NSW,BEV,0,0,0,0,0
2658,NSW,Hybrid/PHEV,3,6,11,13,19
2658,NSW,ICE,1181,1212,1219,1225,1249
2659,NSW,BEV,0,0,0,3,0
2659,NSW,Hybrid/PHEV,3,3,0,5,6
2659,NSW,ICE,798,808,794,814,829
2660,NSW,BEV,0,0,0,3,4
2660,NSW,Hybrid/PHEV,0,0,4,8,16
2660,NSW,ICE,1319,1341,1376,1396,1371
2661,NSW,Hybrid/PHEV,0,3,6,3,3
2661,NSW,ICE,106,97,99,93,104
2663,NSW,BEV,0,0,3,7,9
2663,NSW,Hybrid/PHEV,12,25,27,31,49
2663,NSW,ICE,3398,3468,3521,3619,3590
2665,NSW,BEV,0,0,0,0,0
2665,NSW,Hybrid/PHEV,10,10,11,15,23
2665,NSW,ICE,1910,1945,2020,2029,2047
2666,NSW,BEV,0,0,3,8,9
2666,NSW,Hybrid/PHEV,16,25,37,55,83
2666,NSW,ICE,4617,4644,4707,4811,4812
2668,NSW,Hybrid/PHEV,0,0,0,0,3
2668,NSW,ICE,402,414,418,437,437
2669,NSW,Hybrid/PHEV,4,8,9,12,21
2669,NSW,ICE,1587,1622,1631,1626,1588
2671,NSW,BEV,0,0,0,0,0
2671,NSW,Hybrid/PHEV,28,53,66,86,113
2671,NSW,ICE,3342,3408,3498,3526,3486
2672,NSW,BEV,0,0,3,0,0
2672,NSW,Hybrid/PHEV,7,13,18,22,24
2672,NSW,ICE,1256,1245,1245,1257,1255
2675,NSW,BEV,0,0,0,0,3
2675,NSW,Hybrid/PHEV,7,11,13,15,25
2675,NSW,ICE,1297,1272,1273,1309,1293
2678,NSW,BEV,0,0,0,3,0
2678,NSW,Hybrid/PHEV,0,0,0,0,3
2678,NSW,ICE,22,20,24,35,31
2680,NSW,BEV,5,6,9,21,31
2680,NSW,Hybrid/PHEV,114,191,245,320,488
2680,NSW,ICE,20109,20380,20497,20934,21120
2681,NSW,BEV,0,0,0,3,0
2681,NSW,Hybrid/PHEV,6,9,11,13,14
2681,NSW,ICE,1647,1657,1660,1707,1747
2700,NSW,BEV,0,0,0,3,4
2700,NSW,Hybrid/PHEV,12,23,30,47,74
2700,NSW,ICE,4045,4064,4071,4185,4248
2701,NSW,BEV,0,0,0,3,4
2701,NSW,Hybrid/PHEV,15,22,27,39,51
2701,NSW,ICE,1903,1962,2040,2123,2166
2702,NSW,BEV,0,0,0,0,0
2702,NSW,Hybrid/PHEV,3,0,4,5,6
2702,NSW,ICE,700,709,717,740,757
2703,NSW,Hybrid/PHEV,5,6,8,9,12
2703,NSW,ICE,648,653,651,652,623
2705,NSW,BEV,0,3,4,8,12
2705,NSW,Hybrid/PHEV,109,137,182,208,310
2705,NSW,ICE,8667,8542,8640,8687,8654
2706,NSW,BEV,0,3,0,0,0
2706,NSW,Hybrid/PHEV,4,7,6,13,19
2706,NSW,ICE,985,1044,1053,1036,1024
2707,NSW,BEV,0,0,0,3,3
2707,NSW,Hybrid/PHEV,7,10,16,21,25
2707,NSW,ICE,1233,1245,1277,1280,1298
2710,NSW,BEV,0,0,3,7,9
2710,NSW,Hybrid/PHEV,26,34,54,78,122
2710,NSW,ICE,8077,8207,8210,8297,8374
2711,NSW,BEV,0,0,0,0,0
2711,NSW,Hybrid/PHEV,23,28,33,31,45
2711,NSW,ICE,2790,2725,2756,2840,2879
2712,NSW,BEV,0,0,0,0,3
2712,NSW,Hybrid/PHEV,0,4,9,11,16
2712,NSW,ICE,1129,1144,1150,1140,1117
2713,NSW,BEV,0,0,0,3,3
2713,NSW,Hybrid/PHEV,9,14,20,28,39
2713,NSW,ICE,2093,2192,2187,2178,2131
2714,NSW,BEV,0,3,3,4,6
2714,NSW,Hybrid/PHEV,5,13,20,35,53
2714,NSW,ICE,1984,2043,2043,2091,2051
2715,NSW,Hybrid/PHEV,0,0,3,5,6
2715,NSW,ICE,1121,1110,1108,1122,1127
2716,NSW,BEV,0,0,0,3,0
2716,NSW,Hybrid/PHEV,0,4,9,12,16
2716,NSW,ICE,953,956,979,986,974
2717,NSW,Hybrid/PHEV,3,4,10,12,16
2717,NSW,ICE,786,779,761,759,750
2720,NSW,BEV,0,0,6,7,10
2720,NSW,Hybrid/PHEV,55,84,110,138,191
2720,NSW,ICE,7080,7107,7171,7211,7216
2721,NSW,Hybrid/PHEV,0,3,0,0,4
2721,NSW,ICE,228,230,220,200,187
2722,NSW,BEV,0,3,0,3,6
2722,NSW,Hybrid/PHEV,9,16,30,40,49
2722,NSW,ICE,2652,2692,2713,2739,2739
2725,NSW,BEV,0,0,0,0,3
2725,NSW,Hybrid/PHEV,0,3,3,4,6
2725,NSW,ICE,368,366,374,363,347
2726,NSW,BEV,3,0,3,4,4
2726,NSW,Hybrid/PHEV,0,0,3,3,4
2726,NSW,ICE,264,278,274,282,278
2727,NSW,Hybrid/PHEV,0,3,3,3,7
2727,NSW,ICE,386,399,406,411,412
2729,NSW,BEV,0,0,0,0,0
2729,NSW,Hybrid/PHEV,4,5,13,21,33
2729,NSW,ICE,1531,1582,1596,1632,1650
2730,NSW,Hybrid/PHEV,4,8,6,9,17
2730,NSW,ICE,1326,1299,1273,1240,1261
2731,NSW,BEV,0,0,5,8,10
2731,NSW,Hybrid/PHEV,25,39,44,66,94
2731,NSW,ICE,3446,3687,3764,3822,3866
2732,NSW,BEV,0,0,0,0,0
2732,NSW,Hybrid/PHEV,6,10,16,15,25
2732,NSW,ICE,1245,1247,1252,1283,1274
2733,NSW,Hybrid/PHEV,5,8,7,8,9
2733,NSW,ICE,526,518,521,526,523
2734,NSW,BEV,0,0,0,0,3
2734,NSW,Hybrid/PHEV,0,3,0,3,4
2734,NSW,ICE,193,206,206,212,214
2735,NSW,Hybrid/PHEV,0,0,0,0,0
2735,NSW,ICE,158,176,182,187,197
2736,NSW,BEV,0,0,0,0,0
2736,NSW,Hybrid/PHEV,0,0,0,3,3
2736,NSW,ICE,216,225,236,208,185
2737,NSW,Hybrid/PHEV,0,0,0,3,3
2737,NSW,ICE,442,462,488,479,469
2738,NSW,BEV,0,0,0,3,0
2738,NSW,Hybrid/PHEV,0,0,3,6,16
2738,NSW,ICE,1182,1240,1295,1344,1398
2739,NSW,BEV,0,0,0,0,0
2739,NSW,Hybrid/PHEV,3,3,4,5,10
2739,NSW,ICE,824,802,781,779,760
2745,NSW,BEV,11,27,59,141,218
2745,NSW,Hybrid/PHEV,150,224,306,416,648
2745,NSW,ICE,21500,21613,21882,22066,22184
2747,NSW,BEV,4,24,59,154,299
2747,NSW,Hybrid/PHEV,335,466,622,833,1312
2747,NSW,ICE,31564,32053,32511,33092,33512
2748,NSW,BEV,0,0,4,11,14
2748,NSW,Hybrid/PHEV,12,17,21,28,48
2748,NSW,ICE,1920,1880,1824,1806,1710
2749,NSW,BEV,6,14,24,53,82
2749,NSW,Hybrid/PHEV,64,90,132,166,261
2749,NSW,ICE,11508,11472,11453,11661,11769
2750,NSW,BEV,12,29,71,162,277
2750,NSW,Hybrid/PHEV,412,738,1054,1045,1557
2750,NSW,ICE,34863,35502,36515,37037,36665
2752,NSW,BEV,0,5,9,15,21
2752,NSW,Hybrid/PHEV,23,28,51,75,117
2752,NSW,ICE,4760,4887,5176,5470,5721
2753,NSW,BEV,6,6,16,40,66
2753,NSW,Hybrid/PHEV,78,124,150,203,329
2753,NSW,ICE,13441,13436,13502,13610,13860
2754,NSW,BEV,3,3,9,20,35
2754,NSW,Hybrid/PHEV,28,38,71,91,159
2754,NSW,ICE,5216,5305,5598,5837,6057
2756,NSW,BEV,10,15,37,97,139
2756,NSW,Hybrid/PHEV,206,314,395,509,821
2756,NSW,ICE,28770,29098,29173,29673,29597
2757,NSW,BEV,0,0,0,3,3
2757,NSW,Hybrid/PHEV,0,3,5,10,17
2757,NSW,ICE,788,782,779,788,792
2758,NSW,BEV,4,10,23,46,76
2758,NSW,Hybrid/PHEV,50,67,100,141,216
2758,NSW,ICE,8074,8090,8139,8173,8154
2759,NSW,BEV,0,4,23,59,92
2759,NSW,Hybrid/PHEV,118,182,247,349,554
2759,NSW,ICE,18803,18669,18489,18619,18613
2760,NSW,BEV,5,9,22,84,151
2760,NSW,Hybrid/PHEV,219,315,432,588,880
2760,NSW,ICE,22488,22566,22802,23264,23486
2761,NSW,BEV,8,25,56,139,209
2761,NSW,Hybrid/PHEV,301,395,498,678,985
2761,NSW,ICE,21546,21549,21891,22454,22759
2762,NSW,BEV,3,20,94,260,400
2762,NSW,Hybrid/PHEV,204,334,416,612,979
2762,NSW,ICE,9262,10690,12024,12900,13266
2763,NSW,BEV,6,18,66,191,318
2763,NSW,Hybrid/PHEV,258,337,442,650,1024
2763,NSW,ICE,18775,18894,18950,19361,19513
2765,NSW,BEV,16,59,239,670,1159
2765,NSW,Hybrid/PHEV,303,552,909,1488,2695
2765,NSW,ICE,23295,27475,31888,35893,39419
2766,NSW,BEV,11,13,22,68,111
2766,NSW,Hybrid/PHEV,167,206,265,394,604
2766,NSW,ICE,10504,10444,10571,10829,10892
2767,NSW,BEV,3,8,26,91,132
2767,NSW,Hybrid/PHEV,197,242,328,434,641
2767,NSW,ICE,13506,13229,13117,13271,13136
2768,NSW,BEV,14,34,119,278,437
2768,NSW,Hybrid/PHEV,307,388,614,834,1076
2768,NSW,ICE,16091,16009,15878,15878,15609
2769,NSW,BEV,10,35,104,248,374
2769,NSW,Hybrid/PHEV,191,269,350,448,681
2769,NSW,ICE,8475,8572,8740,8997,8766
2770,NSW,BEV,6,10,32,76,114
2770,NSW,Hybrid/PHEV,406,520,646,879,1317
2770,NSW,ICE,34545,33609,34157,34606,35116
2773,NSW,BEV,6,15,22,62,96
2773,NSW,Hybrid/PHEV,46,73,85,103,153
2773,NSW,ICE,4304,4258,4256,4232,4189
2774,NSW,BEV,9,19,35,79,116
2774,NSW,Hybrid/PHEV,93,125,159,212,328
2774,NSW,ICE,9118,9035,9052,9046,9092
2775,NSW,BEV,0,0,0,4,8
2775,NSW,Hybrid/PHEV,15,18,20,19,30
2775,NSW,ICE,1478,1487,1504,1404,1407
2776,NSW,BEV,3,3,6,20,30
2776,NSW,Hybrid/PHEV,29,38,52,77,117
2776,NSW,ICE,3015,3014,3002,3012,3080
2777,NSW,BEV,11,18,34,88,157
2777,NSW,Hybrid/PHEV,109,167,199,258,390
2777,NSW,ICE,12944,12886,12747,12840,12854
2778,NSW,BEV,3,3,14,24,38
2778,NSW,Hybrid/PHEV,19,19,23,40,66
2778,NSW,ICE,1821,1840,1836,1816,1823
2779,NSW,BEV,0,3,15,31,50
2779,NSW,Hybrid/PHEV,29,45,53,62,89
2779,NSW,ICE,3450,3532,3470,3535,3562
2780,NSW,BEV,13,26,52,112,156
2780,NSW,Hybrid/PHEV,124,176,193,244,335
2780,NSW,ICE,9146,9200,9163,9117,9150
2782,NSW,BEV,8,20,35,59,92
2782,NSW,Hybrid/PHEV,66,94,111,135,174
2782,NSW,ICE,4462,4412,4338,4315,4361
2783,NSW,BEV,0,4,9,20,31
2783,NSW,Hybrid/PHEV,42,54,59,71,95
2783,NSW,ICE,2068,2037,2025,2072,2100
2784,NSW,BEV,3,4,5,17,26
2784,NSW,Hybrid/PHEV,10,11,15,20,29
2784,NSW,ICE,912,945,946,953,979
2785,NSW,BEV,6,14,20,35,55
2785,NSW,Hybrid/PHEV,28,35,52,82,114
2785,NSW,ICE,3479,3478,3434,3389,3424
2786,NSW,BEV,0,0,4,7,10
2786,NSW,Hybrid/PHEV,8,9,13,12,18
2786,NSW,ICE,978,974,979,957,974
2787,NSW,BEV,3,4,4,9,12
2787,NSW,Hybrid/PHEV,17,20,33,50,76
2787,NSW,ICE,4232,4255,4285,4306,4332
2790,NSW,BEV,4,9,23,40,59
2790,NSW,Hybrid/PHEV,125,175,218,251,316
2790,NSW,ICE,12487,12561,12494,12558,12672
2791,NSW,BEV,0,0,0,3,0
2791,NSW,Hybrid/PHEV,0,0,0,0,5
2791,NSW,ICE,313,303,312,317,313
2792,NSW,Hybrid/PHEV,0,0,3,3,0
2792,NSW,ICE,377,350,364,358,357
2793,NSW,BEV,0,0,0,0,0
2793,NSW,Hybrid/PHEV,5,8,8,17,19
2793,NSW,ICE,1066,1084,1071,1060,1080
2794,NSW,BEV,0,0,3,9,13
2794,NSW,Hybrid/PHEV,57,86,122,169,252
2794,NSW,ICE,8496,8522,8605,8543,8544
2795,NSW,BEV,5,21,49,114,162
2795,NSW,Hybrid/PHEV,218,338,514,675,982
2795,NSW,ICE,35049,35787,36264,36689,36905
2797,NSW,Hybrid/PHEV,0,0,4,6,12
2797,NSW,ICE,413,411,421,433,417
2798,NSW,BEV,0,0,6,9,15
2798,NSW,Hybrid/PHEV,13,21,30,38,57
2798,NSW,ICE,1909,1889,1916,1907,1928
2799,NSW,BEV,3,0,3,6,14
2799,NSW,Hybrid/PHEV,18,25,39,46,61
2799,NSW,ICE,3632,3682,3696,3727,3784
2800,NSW,BEV,23,41,88,169,233
2800,NSW,Hybrid/PHEV,291,448,648,861,1259
2800,NSW,ICE,36794,37220,37681,37996,38114
2803,NSW,BEV,0,0,0,0,3
2803,NSW,Hybrid/PHEV,4,0,5,4,7
2803,NSW,ICE,341,309,311,333,351
2804,NSW,BEV,3,0,3,5,8
2804,NSW,Hybrid/PHEV,11,21,23,34,56
2804,NSW,ICE,2331,2404,2426,2417,2444
2805,NSW,Hybrid/PHEV,3,3,3,3,0
2805,NSW,ICE,454,473,475,454,447
2806,NSW,Hybrid/PHEV,0,3,5,9,8
2806,NSW,ICE,781,794,888,779,763
2807,NSW,Hybrid/PHEV,0,3,3,6,8
2807,NSW,ICE,418,437,441,437,443
2808,NSW,Hybrid/PHEV,3,0,0,0,6
2808,NSW,ICE,193,201,214,225,236
2809,NSW,Hybrid/PHEV,0,3,0,3,3
2809,NSW,ICE,252,250,236,232,238
2810,NSW,BEV,0,0,0,0,4
2810,NSW,Hybrid/PHEV,11,20,27,33,45
2810,NSW,ICE,2699,2796,2787,2809,2805
2817,NSW,Hybrid/PHEV,0,3,0,3,5
2817,NSW,ICE,131,153,163,186,213
2818,NSW,BEV,3,3,0,0,0
2818,NSW,Hybrid/PHEV,0,0,3,3,9
2818,NSW,ICE,583,628,675,707,717
2820,NSW,BEV,0,0,0,5,7
2820,NSW,Hybrid/PHEV,23,39,57,82,123
2820,NSW,ICE,5169,5150,5172,5139,5169
2821,NSW,BEV,0,0,0,3,3
2821,NSW,Hybrid/PHEV,13,23,30,47,72
2821,NSW,ICE,3756,3815,3919,3915,3915
2822,NSW,Hybrid/PHEV,0,0,3,3,4
2822,NSW,ICE,249,273,330,343,364
2823,NSW,BEV,0,0,0,3,3
2823,NSW,Hybrid/PHEV,7,9,9,12,11
2823,NSW,ICE,1198,1209,1235,1238,1231
2824,NSW,BEV,0,3,0,0,0
2824,NSW,Hybrid/PHEV,14,28,36,48,60
2824,NSW,ICE,1952,2003,2026,1978,1945
2825,NSW,BEV,0,0,0,0,3
2825,NSW,Hybrid/PHEV,15,33,44,46,60
2825,NSW,ICE,1971,2010,2004,1989,1996
2826,NSW,Hybrid/PHEV,0,0,0,0,0
2826,NSW,ICE,99,114,116,125,139
2827,NSW,BEV,0,0,0,3,0
2827,NSW,Hybrid/PHEV,18,27,37,51,69
2827,NSW,ICE,2922,2929,2963,2964,2944
2828,NSW,BEV,0,3,0,3,0
2828,NSW,Hybrid/PHEV,4,5,7,6,7
2828,NSW,ICE,620,611,637,630,623
2829,NSW,BEV,0,0,3,0,0
2829,NSW,Hybrid/PHEV,5,7,14,28,40
2829,NSW,ICE,2460,2461,2472,2455,2498
2830,NSW,BEV,13,25,38,76,105
2830,NSW,Hybrid/PHEV,372,588,856,1093,1493
2830,NSW,ICE,33837,34590,34858,35308,35300
2831,NSW,Hybrid/PHEV,7,10,15,23,26
2831,NSW,ICE,2397,2380,2313,2214,2165
2832,NSW,Hybrid/PHEV,6,11,15,16,29
2832,NSW,ICE,1857,1827,1894,1904,1896
2833,NSW,Hybrid/PHEV,3,0,5,7,18
2833,NSW,ICE,385,370,391,379,363
2834,NSW,Hybrid/PHEV,5,7,8,13,20
2834,NSW,ICE,1877,1844,1818,1857,1844
2835,NSW,BEV,0,0,0,0,0
2835,NSW,Hybrid/PHEV,6,6,14,24,34
2835,NSW,ICE,3010,3051,3057,3064,3073
2836,NSW,Hybrid/PHEV,0,0,0,3,3
2836,NSW,ICE,457,456,476,465,492
2838,NSW,Hybrid/PHEV,3,3,3,4,3
2838,NSW,ICE,82,84,104,96,103
2839,NSW,Hybrid/PHEV,0,3,8,10,12
2839,NSW,ICE,771,747,717,734,713
2840,NSW,BEV,0,0,0,0,3
2840,NSW,Hybrid/PHEV,11,16,25,30,46
2840,NSW,ICE,1859,1843,1853,1893,2073
2842,NSW,Hybrid/PHEV,0,5,12,18,23
2842,NSW,ICE,579,681,789,850,882
2843,NSW,Hybrid/PHEV,0,5,12,14,17
2843,NSW,ICE,1072,1143,1111,1123,1095
2844,NSW,BEV,0,0,0,0,3
2844,NSW,Hybrid/PHEV,3,6,10,11,18
2844,NSW,ICE,1191,1185,1182,1175,1196
2845,NSW,BEV,0,0,0,3,3
2845,NSW,Hybrid/PHEV,6,12,19,24,35
2845,NSW,ICE,1632,1673,1728,1749,1738
2846,NSW,BEV,0,0,0,3,0
2846,NSW,Hybrid/PHEV,0,0,3,3,4
2846,NSW,ICE,347,341,334,364,362
2847,NSW,Hybrid/PHEV,8,11,10,13,26
2847,NSW,ICE,2092,2152,2164,2204,2204
2848,NSW,BEV,3,0,0,4,4
2848,NSW,Hybrid/PHEV,0,4,8,9,13
2848,NSW,ICE,1343,1363,1391,1378,1412
2849,NSW,BEV,0,0,0,0,4
2849,NSW,Hybrid/PHEV,5,11,13,20,26
2849,NSW,ICE,1653,1667,1698,1756,1738
2850,NSW,BEV,4,7,12,28,43
2850,NSW,Hybrid/PHEV,79,127,191,258,426
2850,NSW,ICE,16301,16749,17044,17238,17497
2852,NSW,BEV,0,0,3,4,5
2852,NSW,Hybrid/PHEV,8,18,18,17,37
2852,NSW,ICE,3229,3219,3282,3326,3328
2864,NSW,BEV,0,0,0,3,4
2864,NSW,Hybrid/PHEV,3,0,6,11,18
2864,NSW,ICE,788,776,804,816,821
2865,NSW,Hybrid/PHEV,4,5,14,14,18
2865,NSW,ICE,813,815,836,858,862
2866,NSW,BEV,0,0,0,3,5
2866,NSW,Hybrid/PHEV,12,26,41,47,66
2866,NSW,ICE,2597,2598,2612,2635,2692
2867,NSW,BEV,0,0,3,3,3
2867,NSW,Hybrid/PHEV,0,3,4,6,4
2867,NSW,ICE,491,491,517,524,529
2868,NSW,BEV,0,0,3,3,3
2868,NSW,Hybrid/PHEV,3,0,0,3,7
2868,NSW,ICE,583,603,604,606,599
2869,NSW,BEV,0,0,0,0,3
2869,NSW,Hybrid/PHEV,3,4,7,9,18
2869,NSW,ICE,1290,1273,1291,1287,1293
2870,NSW,BEV,0,0,3,10,16
2870,NSW,Hybrid/PHEV,63,103,139,176,250
2870,NSW,ICE,9585,9655,9603,9737,9742
2871,NSW,BEV,0,0,3,5,8
2871,NSW,Hybrid/PHEV,47,67,89,103,149
2871,NSW,ICE,7634,7697,7791,7908,7888
2873,NSW,BEV,0,0,0,0,0
2873,NSW,Hybrid/PHEV,3,3,4,5,10
2873,NSW,ICE,639,654,644,649,663
2874,NSW,Hybrid/PHEV,3,3,4,6,14
2874,NSW,ICE,405,392,353,385,390
2875,NSW,BEV,0,0,0,0,0
2875,NSW,Hybrid/PHEV,8,8,9,12,12
2875,NSW,ICE,784,745,743,751,740
2876,NSW,BEV,0,0,0,0,3
2876,NSW,Hybrid/PHEV,3,0,0,3,5
2876,NSW,ICE,459,447,435,429,450
2877,NSW,BEV,0,0,0,0,3
2877,NSW,Hybrid/PHEV,14,21,34,39,55
2877,NSW,ICE,3015,3038,2992,2980,2993
2878,NSW,Hybrid/PHEV,0,0,0,0,3
2878,NSW,ICE,274,264,284,286,286
2879,NSW,Hybrid/PHEV,0,3,0,3,0
2879,NSW,ICE,453,434,430,402,404
2880,NSW,BEV,3,4,5,8,11
2880,NSW,Hybrid/PHEV,37,49,72,103,171
2880,NSW,ICE,13111,12995,12915,12958,12846
2900,ACT,BEV,5,10,22,51,79
2900,ACT,Hybrid/PHEV,75,96,119,151,255
2900,ACT,ICE,2419,2737,3073,3336,3460
2902,ACT,BEV,25,42,82,179,256
2902,ACT,Hybrid/PHEV,135,179,217,305,450
2902,ACT,ICE,11160,11058,11071,11029,10879
2903,ACT,BEV,10,16,34,84,148
2903,ACT,Hybrid/PHEV,94,131,148,197,269
2903,ACT,ICE,6748,6650,6585,6563,6516
2904,ACT,BEV,12,30,52,134,205
2904,ACT,Hybrid/PHEV,143,183,235,293,406
2904,ACT,ICE,9604,9420,9419,9228,9103
2905,ACT,BEV,13,31,71,180,296
2905,ACT,Hybrid/PHEV,225,302,397,577,772
2905,ACT,ICE,21071,20686,20602,20425,20191
2906,ACT,BEV,13,29,64,133,224
2906,ACT,Hybrid/PHEV,144,195,268,365,531
2906,ACT,ICE,13002,12891,12790,12561,12421
2911,ACT,BEV,7,20,57,133,210
2911,ACT,Hybrid/PHEV,89,91,123,184,254
2911,ACT,ICE,4282,4252,4247,4191,4138
2912,ACT,BEV,5,20,42,101,138
2912,ACT,Hybrid/PHEV,113,151,164,236,337
2912,ACT,ICE,4491,4865,4894,4982,5012
2913,ACT,BEV,45,95,221,480,784
2913,ACT,Hybrid/PHEV,437,562,721,1030,1589
2913,ACT,ICE,24851,25111,25985,26603,26693
2914,ACT,BEV,42,102,211,505,791
2914,ACT,Hybrid/PHEV,446,562,704,901,1375
2914,ACT,ICE,19385,19615,19888,19812,19394
3000,VIC,BEV,79,136,251,775,1182
3000,VIC,Hybrid/PHEV,872,1260,1627,1903,2587
3000,VIC,ICE,20152,20889,19945,19219,18614
3002,VIC,BEV,26,33,58,107,155
3002,VIC,Hybrid/PHEV,184,262,295,364,394
3002,VIC,ICE,4351,4446,4180,4225,3909
3003,VIC,BEV,7,18,36,77,104
3003,VIC,Hybrid/PHEV,74,108,156,180,222
3003,VIC,ICE,3449,3821,3805,3807,3883
3004,VIC,BEV,57,58,115,246,170
3004,VIC,Hybrid/PHEV,217,656,1027,845,777
3004,VIC,ICE,10772,11447,11977,9760,7407
3006,VIC,BEV,30,67,87,168,249
3006,VIC,Hybrid/PHEV,187,300,490,581,898
3006,VIC,ICE,11115,11852,12134,11750,10589
3008,VIC,BEV,27,57,115,173,283
3008,VIC,Hybrid/PHEV,207,262,333,376,591
3008,VIC,ICE,6978,7772,8095,8159,8097
3011,VIC,BEV,13,30,66,145,240
3011,VIC,Hybrid/PHEV,253,417,546,720,1023
3011,VIC,ICE,12873,13121,13455,13583,13288
3012,VIC,BEV,14,26,78,175,311
3012,VIC,Hybrid/PHEV,248,312,391,516,821
3012,VIC,ICE,19039,18479,19071,19241,19162
3013,VIC,BEV,12,29,52,143,205
3013,VIC,Hybrid/PHEV,93,117,154,202,286
3013,VIC,ICE,9319,9248,9199,9319,9348
3015,VIC,BEV,9,15,54,147,220
3015,VIC,Hybrid/PHEV,108,129,148,219,369
3015,VIC,ICE,11607,11569,11590,11698,12003
3016,VIC,BEV,19,42,88,167,238
3016,VIC,Hybrid/PHEV,112,137,170,232,359
3016,VIC,ICE,11543,11450,11641,11638,11861
3018,VIC,BEV,22,31,56,118,186
3018,VIC,Hybrid/PHEV,62,73,100,163,276
3018,VIC,ICE,9866,9795,9836,9844,9837
3019,VIC,BEV,3,4,16,40,76
3019,VIC,Hybrid/PHEV,92,120,157,248,380
3019,VIC,ICE,6076,6093,6076,6326,6356
3020,VIC,BEV,9,28,61,175,300
3020,VIC,Hybrid/PHEV,474,577,730,1068,1530
3020,VIC,ICE,31206,30840,30974,31890,31799
3021,VIC,BEV,6,11,41,90,161
3021,VIC,Hybrid/PHEV,472,538,633,831,1362
3021,VIC,ICE,34330,33789,33358,33651,34149
3022,VIC,BEV,3,3,3,6,12
3022,VIC,Hybrid/PHEV,36,36,33,43,75
3022,VIC,ICE,2806,2649,2549,2578,2512
3023,VIC,BEV,23,54,151,302,472
3023,VIC,Hybrid/PHEV,607,789,939,1328,2023
3023,VIC,ICE,43334,43463,43882,44358,44434
3024,VIC,BEV,7,24,77,189,331
3024,VIC,Hybrid/PHEV,223,298,394,608,1090
3024,VIC,ICE,18017,19124,20889,22160,23803
3025,VIC,BEV,5,9,57,142,304
3025,VIC,Hybrid/PHEV,61,88,680,748,1073
3025,VIC,ICE,9109,9182,10521,11180,11097
3026,VIC,BEV,6,9,25,66,114
3026,VIC,Hybrid/PHEV,146,198,302,385,578
3026,VIC,ICE,6315,6980,7693,8302,8778
3027,VIC,BEV,8,22,69,150,211
3027,VIC,Hybrid/PHEV,110,149,183,258,425
3027,VIC,ICE,5265,5220,5427,5656,5651
3028,VIC,BEV,0,9,34,85,145
3028,VIC,Hybrid/PHEV,160,199,264,387,714
3028,VIC,ICE,19293,18796,18941,19600,19616
3029,VIC,BEV,37,124,344,851,1401
3029,VIC,Hybrid/PHEV,1351,1804,2518,3774,6128
3029,VIC,ICE,76789,80902,86489,91673,95399
3030,VIC,BEV,65,163,427,933,1583
3030,VIC,Hybrid/PHEV,980,1182,1481,2039,3417
3030,VIC,ICE,77358,77725,78972,79598,80650
3031,VIC,BEV,4,23,51,112,173
3031,VIC,Hybrid/PHEV,202,230,278,345,491
3031,VIC,ICE,9718,9525,9476,9537,9612
3032,VIC,BEV,29,49,121,242,371
3032,VIC,Hybrid/PHEV,250,328,368,476,718
3032,VIC,ICE,17437,17426,17663,17718,17760
3033,VIC,BEV,7,19,40,86,123
3033,VIC,Hybrid/PHEV,87,103,144,195,310
3033,VIC,ICE,11110,11228,11384,11552,11724
3034,VIC,BEV,0,7,16,55,96
3034,VIC,Hybrid/PHEV,63,91,107,159,236
3034,VIC,ICE,8031,8016,8030,8073,8072
3036,VIC,BEV,0,4,11,25,47
3036,VIC,Hybrid/PHEV,41,57,75,94,126
3036,VIC,ICE,4769,4681,4670,4688,4720
3037,VIC,BEV,11,31,82,168,286
3037,VIC,Hybrid/PHEV,319,389,523,640,1088
3037,VIC,ICE,34711,34439,34511,34557,34784
3038,VIC,BEV,17,24,40,94,163
3038,VIC,Hybrid/PHEV,178,245,273,335,539
